1	492.586
2	491.139
3	456.21
4	444.081
5	425.811
6	414.402
7	395.534
8	390.546
9	376.467
10	375.056
11	363.329
12	358.74
13	347.226
14	343.719
15	331.5
16	329.147
17	314.485
18	309.165
19	297.205
20	294.501
21	286.022
22	284.089
23	277.153
24	275.083
25	269.067
26	266.784
27	262.208
28	259.173
29	253.081
30	248.962
31	240.203
32	239.258
33	233.385
34	231.251
35	227.434
36	226.023
37	222.615
38	221.223
39	217.232
40	216.425
41	213.861
42	212.59
43	209.051
44	208.044
45	205.116
46	203.994
47	200.876
48	200.243
49	198.183
50	197.406
51	195.223
52	194.452
53	191.83
54	191.072
55	188.046
56	187.227
57	184.582
58	184.086
59	181.235
60	179.517
61	175.552
62	174.177
63	171.379
64	170.409
65	167.62
66	166.738
67	162.07
68	160.983
69	158.307
70	156.903
71	153.899
72	153.302
73	149.855
74	148.306
75	145.732
76	145.357
77	144.277
78	143.743
79	142.168
80	141.446
81	139.669
82	139.004
83	137.809
84	137.041
85	135.14
86	134.537
87	132.948
88	131.934
89	127.856
90	126.083
91	124.566
92	123.724
93	122.556
94	122.253
95	122.11
96	121.984
97	121.021
98	120.525
99	119.812
100	119.755
101	119.468
102	118.728
103	118.004
104	117.546
105	116.384
106	115.504
107	114.112
108	113.768
109	112.726
110	112.197
111	110.569
112	109.787
113	109.41
114	108.724
115	106.76
116	105.755
117	105.178
118	104.944
119	104.602
120	104.397
121	104.016
122	103.887
123	103.576
124	103.428
125	102.54
126	102.36
127	102.038
128	101.999
129	101.865
130	101.692
131	101.094
132	100.877
133	100.837
134	100.67
135	100.325
136	100.164
137	99.8823
138	99.505
139	99.0602
140	98.8394
141	98.4997
142	98.4658
143	98.161
144	98.0237
145	97.0979
146	96.8145
147	96.4824
148	96.3839
149	95.9579
150	95.7825
151	95.2904
152	95.2663
153	94.9539
154	94.2155
155	93.4388
156	93.3673
157	93.109
158	93.065
159	92.6313
160	92.5498
161	92.5431
162	92.3936
163	92.3912
164	92.3863
165	92.3314
166	92.2876
167	92.2168
168	92.1968
169	91.9318
170	91.8942
171	91.6024
172	90.9017
173	90.5728
174	90.5213
175	90.4284
176	90.3652
177	90.299
178	90.2537
179	89.9072
180	89.647
181	89.4031
182	89.41
183	89.1258
184	88.8174
185	88.0694
186	87.7587
187	87.3978
188	87.1913
189	87.0563
190	86.9438
191	86.733
192	86.6897
193	86.4597
194	86.3732
195	86.1762
196	86.1476
197	85.9675
198	85.8118
199	85.4522
200	85.3705
201	85.0332
202	84.9454
203	84.6261
204	84.5969
205	84.3317
206	84.0577
207	83.6961
208	83.5498
209	83.0849
210	83.0828
211	83.0826
212	83.0702
213	83.0119
214	83.01
215	82.7993
216	82.675
217	81.8373
218	81.6888
219	81.4139
220	81.4139
221	81.4133
222	81.3977
223	81.1823
224	81.0707
225	80.9687
226	80.8584
227	80.4856
228	80.4375
229	80.2616
230	80.2616
231	80.2616
232	80.2362
233	79.9434
234	79.9364
235	79.8261
236	79.7623
237	79.5641
238	79.4137
239	79.1353
240	79.0848
241	78.9972
242	78.997
243	78.9939
244	78.9902
245	78.9887
246	78.9825
247	78.8834
248	78.7297
249	78.1505
250	78.0544
251	78.0393
252	78.0393
253	78.0393
254	78.017
255	77.8169
256	77.8169
257	77.8169
258	77.7577
259	77.1129
260	77.1129
261	77.1129
262	77.1129
263	77.1129
264	77.1129
265	77.1129
266	76.7603
267	76.4286
268	76.4286
269	76.4286
270	76.4243
271	76.384
272	76.3669
273	76.1862
274	76.1028
275	75.9612
276	75.9589
277	75.9461
278	75.9341
279	75.9015
280	75.9015
281	75.9015
282	75.9015
283	75.9015
284	75.881
285	75.7302
286	75.6861
287	75.5741
288	75.4351
289	75.2268
290	75.2268
291	75.2268
292	75.2268
293	75.2268
294	75.2268
295	75.2268
296	75.2268
297	75.2268
298	75.2268
299	75.2268
300	75.2268
301	75.2268
302	75.2268
