1	35.224
2	35.058
3	33.414
4	31.8813
5	30.7377
6	29.8392
7	28.7506
8	27.7535
9	27.031
10	26.3008
11	25.4604
12	24.7891
13	24.1468
14	23.6691
15	23.073
16	22.4475
17	21.8967
18	21.3779
19	20.8715
20	20.3703
21	19.8754
22	19.3924
23	18.9168
24	18.3504
25	17.8355
26	17.3493
27	16.9803
28	16.5737
29	16.2329
30	15.882
31	15.5799
32	15.3106
33	15.0464
34	14.7959
35	14.5614
36	14.332
37	14.1236
38	13.9265
39	13.7359
40	13.5603
41	13.3935
42	13.2285
43	13.0557
44	12.8768
45	12.6714
46	12.5191
47	12.4184
48	12.3482
49	12.267
50	12.1824
51	12.1009
52	12.0227
53	11.8729
54	11.6779
55	11.5836
56	11.518
57	11.4815
58	11.4241
59	11.3557
60	11.259
61	11.0148
62	10.6644
63	10.5486
64	10.5076
65	10.507
66	10.5069
67	10.5068
68	10.5066
69	10.5059
70	10.5045
71	10.5027
72	10.4971
73	10.4818
74	10.4443
75	10.3956
76	10.3648
77	10.3465
78	10.3465
79	10.3465
80	10.3465
81	10.3465
82	10.3464
83	10.3464
84	10.3462
85	10.3462
86	10.346
87	10.3461
88	10.3462
89	10.346
90	10.3462
91	10.3461
92	10.346
93	10.3461
94	10.3463
95	10.3461
96	10.3462
97	10.3459
98	10.3446
99	10.3391
100	10.3264
101	10.3051
102	10.3051
103	10.3051
104	10.3051
105	10.3051
106	10.305
107	10.3049
108	10.3049
109	10.3048
110	10.3041
111	10.3023
112	10.2995
113	10.2996
114	10.2995
115	10.2995
116	10.2996
117	10.2996
118	10.2996
119	10.2995
120	10.2995
121	10.2996
122	10.2995
123	10.2994
124	10.2995
125	10.2994
126	10.2995
127	10.2994
128	10.2995
129	10.2994
130	10.2994
131	10.2994
132	10.2994
133	10.2995
134	10.2995
135	10.2995
136	10.2996
137	10.2994
138	10.2996
139	10.2995
140	10.2994
141	10.2995
142	10.2996
143	10.2995
144	10.2995
145	10.2994
146	10.2996
147	10.2995
148	10.2995
149	10.2993
150	10.2994
151	10.2995
152	10.2996
153	10.2996
154	10.2995
155	10.2995
156	10.2996
157	10.2996
158	10.2995
159	10.2991
160	10.2989
161	10.2991
162	10.2993
163	10.2992
164	10.2991
165	10.2994
166	10.2995
167	10.2995
168	10.2995
169	10.2995
170	10.2993
171	10.299
172	10.299
173	10.2991
174	10.2993
175	10.2996
176	10.2996
177	10.2994
178	10.2991
179	10.2987
180	10.2969
181	10.2923
182	10.2809
183	10.2538
184	10.2412
185	10.2411
186	10.241
187	10.2411
188	10.2411
189	10.2411
190	10.2411
191	10.241
192	10.2411
193	10.2411
194	10.241
195	10.2408
196	10.2407
197	10.2399
198	10.2379
199	10.2325
200	10.2247
201	10.2246
202	10.2246
203	10.2246
204	10.2245
205	10.2245
206	10.2246
207	10.2247
208	10.2247
209	10.2247
210	10.2245
211	10.2246
212	10.2246
213	10.2245
214	10.2244
215	10.2244
216	10.2246
217	10.2245
218	10.2245
219	10.2246
220	10.2246
221	10.2245
222	10.2245
223	10.2246
224	10.2244
225	10.2244
226	10.2244
227	10.2246
228	10.2244
229	10.2244
230	10.2245
231	10.2246
232	10.2245
233	10.2245
234	10.2246
235	10.2246
236	10.2246
237	10.2246
238	10.2246
239	10.2245
240	10.2245
241	10.2245
242	10.2245
243	10.2245
244	10.2245
245	10.2244
246	10.2246
247	10.2246
248	10.2246
249	10.2246
250	10.2245
251	10.2245
252	10.2246
253	10.2246
254	10.2245
255	10.2244
256	10.2245
257	10.2244
258	10.2244
259	10.2246
260	10.2246
261	10.2245
262	10.2246
263	10.2246
264	10.2245
265	10.2244
266	10.2243
267	10.2246
268	10.2245
269	10.2244
270	10.2244
271	10.2244
272	10.2244
273	10.2244
274	10.2246
275	10.2246
276	10.2246
277	10.2245
278	10.2244
279	10.2244
280	10.2245
281	10.2246
282	10.2245
283	10.2246
284	10.2245
285	10.2244
286	10.2244
287	10.2244
288	10.2246
289	10.2246
290	10.2245
291	10.2244
292	10.2244
293	10.2246
294	10.2246
295	10.2246
296	10.2246
297	10.2246
298	10.2246
299	10.2245
300	10.2246
301	10.2244
302	10.2245
303	10.2246
304	10.2246
305	10.2245
306	10.2246
307	10.2246
308	10.2245
309	10.2246
310	10.2245
311	10.2245
312	10.2246
313	10.2245
314	10.2245
315	10.2246
316	10.2244
317	10.2244
318	10.2244
319	10.2244
320	10.2244
321	10.2244
322	10.2244
323	10.2244
324	10.2244
325	10.2244
326	10.2245
327	10.2245
328	10.2245
329	10.2245
330	10.2245
331	10.2246
332	10.2246
333	10.2244
334	10.2241
335	10.2244
336	10.2245
337	10.2245
338	10.2246
339	10.2245
340	10.2244
341	10.2242
342	10.2244
343	10.2244
344	10.2244
345	10.2245
346	10.2245
347	10.2244
348	10.2246
349	10.2245
350	10.2246
351	10.2246
352	10.2246
353	10.2246
354	10.2246
355	10.2246
356	10.2246
357	10.2244
358	10.2244
359	10.2244
360	10.2245
361	10.2246
362	10.2245
363	10.2244
364	10.2245
365	10.2246
366	10.2246
367	10.2246
368	10.2245
369	10.2245
370	10.2245
371	10.2245
372	10.2245
373	10.2244
374	10.2244
375	10.2246
376	10.2244
377	10.2245
378	10.2245
379	10.2245
380	10.2246
381	10.2245
382	10.2245
383	10.2245
384	10.2244
385	10.2245
386	10.2244
387	10.2246
388	10.2246
389	10.2246
390	10.2246
391	10.2245
392	10.2245
393	10.2245
394	10.2246
395	10.2246
396	10.2246
397	10.2244
398	10.2245
399	10.2246
400	10.2246
401	10.2245
402	10.2245
403	10.2245
404	10.2245
405	10.2244
406	10.2246
407	10.2245
408	10.2244
409	10.2244
410	10.2244
411	10.2244
412	10.2246
413	10.2246
414	10.2246
415	10.2246
416	10.2244
417	10.2245
418	10.2244
419	10.2245
420	10.2245
421	10.2245
422	10.2244
423	10.2244
424	10.2243
425	10.2244
426	10.2244
427	10.2245
428	10.2244
429	10.2243
430	10.2244
431	10.2245
432	10.2246
433	10.2245
434	10.2246
435	10.2244
436	10.2242
437	10.2242
438	10.2244
439	10.2244
440	10.2243
441	10.2244
442	10.2244
443	10.2244
444	10.2244
445	10.2244
446	10.2244
447	10.2245
448	10.2244
449	10.2243
450	10.224
451	10.2244
452	10.2245
453	10.2246
454	10.2246
455	10.2246
456	10.2246
457	10.2246
458	10.2245
459	10.2244
460	10.2244
461	10.2245
462	10.2246
463	10.2246
464	10.2245
465	10.2245
466	10.2244
467	10.2246
468	10.2245
469	10.2244
470	10.2244
471	10.2243
472	10.2242
473	10.224
474	10.224
475	10.2242
476	10.2245
477	10.2246
478	10.2245
479	10.2245
480	10.2245
481	10.2246
482	10.2244
483	10.2244
484	10.2245
485	10.2244
486	10.2244
487	10.2243
488	10.2243
489	10.2241
490	10.2241
491	10.2244
492	10.2242
493	10.2243
494	10.2243
495	10.224
496	10.224
497	10.2244
498	10.2245
499	10.2246
500	10.2246
