#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
             768        1.118062        1.246298      0.01019831
             769        1.119027        1.246132      0.01018639
             770         1.11997        1.245968      0.01017448
             771        1.120889        1.245806      0.01016258
             772        1.121785        1.245645      0.01015068
             773        1.122656        1.245486       0.0101388
             774        1.123502        1.245329      0.01012692
             775        1.124323        1.245173      0.01011506
             776        1.125117        1.245018      0.01010321
             777        1.125884        1.244864      0.01009137
             778        1.126623        1.244712      0.01007954
             779        1.127334        1.244562      0.01006773
             780        1.128016        1.244412      0.01005593
             781        1.128668        1.244264      0.01004415
             782        1.129289        1.244117      0.01003238
             783        1.129879        1.243971      0.01002063
             784        1.130437        1.243826      0.01000889
             785        1.130961        1.243683     0.009997175
             786        1.131452         1.24354     0.009985476
             787        1.131908        1.243398     0.009973795
             788        1.132329        1.243257     0.009962134
             789        1.132713        1.243117     0.009950493
             790         1.13306        1.242978     0.009938873
             791        1.133369        1.242839     0.009927274
             792        1.133638        1.242701     0.009915697
             793        1.133868        1.242564     0.009904142
             794        1.134058        1.242427     0.009892611
             795        1.134205        1.242291     0.009881104
             796        1.134309        1.242156     0.009869622
             797        1.134371         1.24202     0.009858165
             798        1.134389        1.241885     0.009846734
             799        1.134363        1.241751      0.00983533
             800        1.134292        1.241617     0.009823953
             801        1.134176        1.241482     0.009812604
             802        1.134014        1.241348     0.009801284
             803        1.133805        1.241214     0.009789993
             804        1.133551        1.241081     0.009778732
             805        1.133251        1.240947     0.009767502
             806        1.132904        1.240813     0.009756303
             807        1.132512        1.240678     0.009745136
             808        1.132075        1.240544     0.009734003
             809        1.131592        1.240409     0.009722902
             810        1.131066        1.240274     0.009711835
             811        1.130498        1.240139     0.009700804
             812        1.129888        1.240003     0.009689807
             813        1.129237        1.239867     0.009678846
             814        1.128548         1.23973     0.009667922
             815        1.127821        1.239593     0.009657034
             816        1.127059        1.239455     0.009646184
             817        1.126264        1.239316     0.009635372
             818        1.125438        1.239177     0.009624599
             819        1.124585        1.239037     0.009613864
             820        1.123705        1.238897     0.009603169
             821        1.122803        1.238755     0.009592513
             822        1.121881        1.238613     0.009581897
             823        1.120942         1.23847     0.009571321
             824         1.11999        1.238326     0.009560785
             825        1.119028        1.238182      0.00955029
             826         1.11806        1.238036     0.009539835
             827         1.11709         1.23789      0.00952942
             828        1.116121        1.237743     0.009519046
             829        1.115156        1.237595     0.009508712
             830        1.114199        1.237446     0.009498418
             831        1.113254        1.237297     0.009488164
             832        1.112323        1.237147     0.009477948
             833        1.111411        1.236996     0.009467772
             834         1.11052        1.236844     0.009457634
             835        1.109653        1.236692     0.009447534
             836        1.108813        1.236539     0.009437472
             837        1.108003        1.236385     0.009427446
             838        1.107226        1.236231     0.009417456
             839        1.106483        1.236076     0.009407501
             840        1.105777        1.235921      0.00939758
             841        1.105108        1.235766     0.009387693
             842        1.104478         1.23561     0.009377839
             843        1.103889        1.235454     0.009368016
             844        1.103341        1.235297     0.009358224
             845        1.102833         1.23514     0.009348462
             846        1.102367        1.234983     0.009338729
             847        1.101941        1.234826     0.009329024
             848        1.101554        1.234669     0.009319347
             849        1.101207        1.234512     0.009309696
             850        1.100896        1.234355      0.00930007
             851        1.100621        1.234198     0.009290469
             852        1.100379        1.234041     0.009280893
             853        1.100168        1.233884     0.009271339
             854        1.099988        1.233727     0.009261808
             855        1.099833         1.23357       0.0092523
             856        1.099703        1.233414     0.009242813
             857        1.099594        1.233258     0.009233346
             858        1.099502        1.233102     0.009223901
             859        1.099426        1.232946     0.009214476
             860        1.099361        1.232791      0.00920507
             861        1.099305        1.232636     0.009195685
             862        1.099255        1.232481     0.009186318
             863        1.099207        1.232327     0.009176972
             864        1.099159        1.232173     0.009167645
             865        1.099107        1.232019     0.009158337
             866        1.099048        1.231865     0.009149048
             867        1.098981        1.231712     0.009139779
             868        1.098903        1.231559      0.00913053
             869        1.098811        1.231406     0.009121301
             870        1.098704        1.231254     0.009112092
             871        1.098579        1.231101     0.009102904
             872        1.098435        1.230949     0.009093736
             873        1.098269        1.230797     0.009084589
             874        1.098082        1.230645     0.009075464
             875        1.097871        1.230494      0.00906636
             876        1.097635        1.230342     0.009057279
             877        1.097374         1.23019      0.00904822
             878        1.097087        1.230039     0.009039185
             879        1.096774        1.229887     0.009030173
             880        1.096435        1.229735     0.009021184
             881        1.096071        1.229584      0.00901222
             882         1.09568        1.229432     0.009003281
             883        1.095264         1.22928     0.008994367
             884        1.094822        1.229128     0.008985478
             885        1.094357        1.228976     0.008976616
             886        1.093868        1.228823     0.008967779
             887        1.093356         1.22867     0.008958969
             888        1.092823        1.228517     0.008950186
             889        1.092269        1.228364     0.008941431
             890        1.091696        1.228211     0.008932703
             891        1.091105        1.228057     0.008924003
             892        1.090498        1.227902     0.008915331
             893        1.089875        1.227748     0.008906687
             894         1.08924        1.227593     0.008898071
             895        1.088593        1.227438     0.008889485
             896        1.087935        1.227282     0.008880927
             897        1.087268        1.227126     0.008872398
             898        1.086594        1.226969     0.008863897
             899        1.085914        1.226812     0.008855426
             900         1.08523        1.226655     0.008846984
             901        1.084543        1.226497     0.008838571
             902        1.083854        1.226339     0.008830187
             903        1.083165        1.226181     0.008821831
             904        1.082477        1.226022     0.008813505
             905        1.081791        1.225862     0.008805207
             906        1.081108        1.225703     0.008796938
             907         1.08043        1.225542     0.008788697
             908        1.079757        1.225382     0.008780484
             909        1.079089        1.225221     0.008772299
             910        1.078429         1.22506     0.008764142
             911        1.077776        1.224898     0.008756013
             912        1.077131        1.224736     0.008747911
             913        1.076496        1.224574     0.008739836
             914        1.075869        1.224411     0.008731788
             915        1.075253        1.224248     0.008723767
             916        1.074647        1.224085     0.008715772
             917        1.074051        1.223921     0.008707803
             918        1.073467        1.223757     0.008699859
             919        1.072893        1.223593     0.008691941
             920        1.072332        1.223428     0.008684048
             921        1.071783        1.223264      0.00867618
             922        1.071246        1.223099     0.008668337
             923        1.070721        1.222934     0.008660517
             924        1.070209        1.222769     0.008652721
             925        1.069709        1.222603     0.008644949
             926        1.069223        1.222437       0.0086372
             927        1.068751        1.222272     0.008629473
             928        1.068293        1.222106      0.00862177
             929        1.067849         1.22194     0.008614088
             930         1.06742        1.221774     0.008606427
             931        1.067006        1.221607     0.008598788
             932        1.066607        1.221441      0.00859117
             933        1.066224        1.221275     0.008583573
             934        1.065859        1.221108     0.008575995
             935        1.065511        1.220942     0.008568438
             936        1.065181        1.220775     0.008560899
             937        1.064871        1.220609      0.00855338
             938         1.06458        1.220443     0.008545878
             939         1.06431        1.220276     0.008538394
             940        1.064061         1.22011     0.008530928
             941        1.063834        1.219944     0.008523479
             942         1.06363        1.219778     0.008516046
             943         1.06345        1.219612     0.008508628
             944        1.063294        1.219447     0.008501226
             945        1.063163        1.219281     0.008493838
             946        1.063059        1.219116     0.008486465
             947         1.06298        1.218951     0.008479105
             948        1.062929        1.218787     0.008471758
             949        1.062904        1.218623     0.008464423
             950        1.062907        1.218459       0.0084571
             951        1.062937        1.218295     0.008449788
             952        1.062995        1.218132     0.008442487
             953         1.06308        1.217969     0.008435196
             954        1.063192        1.217807     0.008427914
             955         1.06333        1.217645     0.008420641
             956        1.063495        1.217484     0.008413377
             957        1.063685        1.217323      0.00840612
             958        1.063899        1.217163     0.008398871
             959        1.064137        1.217004     0.008391628
             960        1.064396        1.216845     0.008384393
             961        1.064676        1.216686     0.008377163
             962        1.064976        1.216529     0.008369939
             963        1.065292        1.216372     0.008362721
             964        1.065625        1.216215     0.008355508
             965        1.065971         1.21606       0.0083483
             966        1.066329        1.215905     0.008341096
             967        1.066696         1.21575     0.008333898
             968         1.06707        1.215597     0.008326704
             969        1.067449        1.215444     0.008319514
             970        1.067831        1.215292     0.008312329
             971        1.068213         1.21514     0.008305148
             972        1.068593        1.214989     0.008297972
             973        1.068969        1.214839     0.008290801
             974        1.069337         1.21469     0.008283635
             975        1.069696        1.214541     0.008276473
             976        1.070044        1.214393     0.008269317
             977        1.070378        1.214246     0.008262167
             978        1.070696        1.214099     0.008255023
             979        1.070995        1.213953     0.008247885
             980        1.071275        1.213807     0.008240753
             981        1.071532        1.213662     0.008233629
             982        1.071765        1.213518     0.008226512
             983        1.071972        1.213374     0.008219404
             984        1.072151         1.21323     0.008212304
             985        1.072301        1.213087     0.008205212
             986        1.072421        1.212944     0.008198131
             987        1.072507        1.212802     0.008191059
             988        1.072559         1.21266     0.008183999
             989        1.072576        1.212518     0.008176949
             990        1.072556        1.212377     0.008169912
             991        1.072499        1.212236     0.008162887
             992        1.072404        1.212095     0.008155875
             993        1.072271        1.211954     0.008148877
             994        1.072097        1.211813     0.008141894
             995        1.071883        1.211673     0.008134926
             996        1.071627        1.211532     0.008127973
             997        1.071331        1.211392     0.008121037
             998        1.070993        1.211251     0.008114118
             999        1.070613         1.21111     0.008107217
            1000         1.07019        1.210969     0.008100334
            1001        1.069723        1.210828     0.008093471
            1002        1.069214        1.210687     0.008086628
            1003        1.068661        1.210545     0.008079805
            1004        1.068066        1.210403     0.008073003
            1005        1.067428        1.210261     0.008066224
            1006        1.066748        1.210118     0.008059467
            1007        1.066026        1.209975     0.008052734
            1008        1.065264        1.209832     0.008046025
            1009        1.064462        1.209688      0.00803934
            1010        1.063619        1.209543     0.008032681
            1011        1.062738        1.209398     0.008026048
            1012        1.061818        1.209252     0.008019442
            1013         1.06086        1.209105     0.008012863
            1014        1.059867        1.208958     0.008006313
            1015        1.058839         1.20881     0.007999791
            1016        1.057777        1.208662     0.007993298
            1017        1.056683        1.208512     0.007986835
            1018        1.055558        1.208362     0.007980403
            1019        1.054404        1.208211     0.007974001
            1020        1.053222        1.208059     0.007967631
            1021        1.052015        1.207906     0.007961293
            1022        1.050784        1.207752     0.007954987
            1023        1.049531        1.207598     0.007948715
            1024        1.048258        1.207442     0.007942475
            1025        1.046967        1.207286     0.007936269
            1026        1.045661        1.207128     0.007930097
            1027        1.044341         1.20697      0.00792396
            1028         1.04301         1.20681     0.007917857
            1029        1.041669         1.20665     0.007911788
            1030        1.040322        1.206488     0.007905755
            1031         1.03897        1.206326     0.007899756
            1032        1.037617        1.206162     0.007893793
            1033        1.036263        1.205998     0.007887864
            1034        1.034911        1.205832     0.007881971
            1035        1.033563        1.205666     0.007876113
            1036        1.032221        1.205498     0.007870289
            1037        1.030886         1.20533     0.007864501
            1038         1.02956        1.205161     0.007858747
            1039        1.028244         1.20499     0.007853028
            1040         1.02694        1.204819     0.007847343
            1041         1.02565        1.204647     0.007841692
            1042        1.024374        1.204474     0.007836075
            1043        1.023115          1.2043      0.00783049
            1044        1.021872        1.204125     0.007824939
            1045        1.020648         1.20395     0.007819421
            1046        1.019442        1.203773     0.007813935
            1047        1.018255        1.203596      0.00780848
            1048        1.017088        1.203418     0.007803057
            1049        1.015941         1.20324     0.007797665
            1050        1.014814         1.20306     0.007792303
            1051        1.013706         1.20288     0.007786972
            1052        1.012617        1.202699      0.00778167
            1053        1.011548        1.202518     0.007776397
            1054        1.010498        1.202335     0.007771153
            1055        1.009467        1.202153     0.007765937
            1056        1.008454        1.201969     0.007760748
            1057        1.007458        1.201785     0.007755588
            1058        1.006481        1.201601     0.007750454
            1059        1.005521        1.201415     0.007745346
            1060        1.004577         1.20123     0.007740265
            1061         1.00365        1.201043      0.00773521
            1062        1.002739        1.200857      0.00773018
            1063        1.001844         1.20067     0.007725174
            1064        1.000965        1.200482     0.007720194
            1065        1.000102        1.200294     0.007715237
            1066       0.9992538        1.200105     0.007710304
            1067       0.9984218        1.199916     0.007705394
            1068       0.9976056        1.199727     0.007700508
            1069       0.9968051        1.199537     0.007695644
            1070       0.9960211        1.199347     0.007690802
            1071       0.9952542        1.199156     0.007685981
            1072       0.9945046        1.198965     0.007681182
            1073       0.9937733        1.198774     0.007676403
            1074       0.9930607        1.198582     0.007671645
            1075       0.9923677        1.198391     0.007666907
            1076       0.9916954        1.198198     0.007662187
            1077       0.9910449        1.198006     0.007657487
            1078       0.9904176        1.197814     0.007652804
            1079       0.9898149        1.197621     0.007648139
            1080       0.9892381        1.197428     0.007643491
            1081       0.9886886        1.197235     0.007638859
            1082       0.9881677        1.197042     0.007634243
            1083       0.9876768        1.196848     0.007629641
            1084       0.9872175        1.196655     0.007625053
            1085        0.986791        1.196461     0.007620478
            1086       0.9863987        1.196268     0.007615915
            1087       0.9860423        1.196075     0.007611364
            1088       0.9857232        1.195881     0.007606824
            1089       0.9854429        1.195688     0.007602292
            1090       0.9852029        1.195495      0.00759777
            1091        0.985005        1.195302     0.007593255
            1092       0.9848511        1.195109     0.007588747
            1093       0.9847417        1.194917     0.007584244
            1094       0.9846775        1.194725     0.007579746
            1095       0.9846597        1.194533     0.007575251
            1096       0.9846895        1.194341     0.007570759
            1097       0.9847681         1.19415     0.007566267
            1098       0.9848959         1.19396     0.007561776
            1099       0.9850738         1.19377     0.007557284
            1100       0.9853026         1.19358      0.00755279
            1101       0.9855828        1.193391     0.007548292
            1102       0.9859143        1.193203      0.00754379
            1103       0.9862977        1.193015     0.007539282
            1104       0.9867331        1.192828     0.007534768
            1105       0.9872205        1.192642     0.007530247
            1106       0.9877599        1.192457     0.007525716
            1107       0.9883513        1.192273     0.007521176
            1108       0.9889946        1.192089     0.007516626
            1109       0.9896891        1.191907     0.007512063
            1110       0.9904345        1.191725     0.007507488
            1111       0.9912302        1.191545     0.007502899
            1112       0.9920757        1.191365     0.007498296
            1113       0.9929702        1.191187     0.007493677
            1114       0.9939128         1.19101     0.007489043
            1115       0.9949026        1.190834     0.007484391
            1116        0.995939         1.19066     0.007479722
            1117       0.9970213        1.190486     0.007475034
            1118       0.9981483        1.190314     0.007470328
            1119       0.9993185        1.190143     0.007465601
            1120        1.000531        1.189974     0.007460855
            1121        1.001784        1.189806     0.007456088
            1122        1.003076         1.18964       0.0074513
            1123        1.004407        1.189475      0.00744649
            1124        1.005775        1.189312     0.007441658
            1125        1.007178         1.18915     0.007436804
            1126        1.008615        1.188989     0.007431928
            1127        1.010085        1.188831     0.007427028
            1128        1.011586        1.188673     0.007422106
            1129        1.013117        1.188518     0.007417161
            1130        1.014677        1.188364     0.007412192
            1131        1.016263        1.188212       0.0074072
            1132        1.017875        1.188061     0.007402185
            1133        1.019511        1.187913     0.007397147
            1134        1.021169        1.187766     0.007392085
            1135        1.022848         1.18762        0.007387
            1136        1.024548        1.187477     0.007381892
            1137        1.026265        1.187335     0.007376761
            1138        1.027999        1.187195     0.007371608
            1139        1.029748        1.187057     0.007366432
            1140        1.031512         1.18692     0.007361233
            1141         1.03329        1.186786     0.007356013
            1142        1.035079        1.186653     0.007350771
            1143         1.03688        1.186522     0.007345508
            1144         1.03869        1.186393     0.007340223
            1145        1.040508        1.186265     0.007334918
            1146        1.042335         1.18614     0.007329593
            1147        1.044167        1.186016     0.007324248
            1148        1.046006        1.185894     0.007318883
            1149        1.047849        1.185774       0.0073135
            1150        1.049696        1.185655     0.007308097
            1151        1.051546        1.185539     0.007302677
            1152          1.0534        1.185424     0.007297238
            1153        1.055255        1.185311     0.007291783
            1154        1.057112          1.1852      0.00728631
            1155        1.058971        1.185091     0.007280821
            1156        1.060831        1.184983     0.007275316
            1157        1.062691        1.184878     0.007269796
            1158        1.064551        1.184774     0.007264261
            1159        1.066411        1.184672     0.007258711
            1160         1.06827        1.184571     0.007253147
            1161        1.070129        1.184473     0.007247569
            1162        1.071988        1.184376     0.007241979
            1163        1.073847        1.184281     0.007236375
            1164        1.075706        1.184188      0.00723076
            1165        1.077564        1.184096     0.007225132
            1166        1.079423        1.184006     0.007219493
            1167        1.081281        1.183918     0.007213843
            1168         1.08314        1.183832     0.007208183
            1169        1.084998        1.183747     0.007202513
            1170        1.086858        1.183665     0.007196833
            1171        1.088718        1.183584     0.007191144
            1172        1.090578        1.183504     0.007185446
            1173         1.09244        1.183427      0.00717974
            1174        1.094301        1.183351     0.007174025
            1175        1.096163        1.183276     0.007168303
            1176        1.098026        1.183204     0.007162575
            1177        1.099889        1.183133     0.007156839
            1178        1.101753        1.183064     0.007151097
            1179        1.103615        1.182997     0.007145349
            1180        1.105478        1.182931     0.007139596
            1181        1.107339        1.182867     0.007133837
            1182        1.109199        1.182805     0.007128074
            1183        1.111057        1.182744     0.007122306
            1184        1.112912        1.182685     0.007116535
            1185        1.114764        1.182628     0.007110761
            1186        1.116611        1.182572     0.007104983
            1187        1.118452        1.182518     0.007099203
            1188        1.120287        1.182466      0.00709342
            1189        1.122115        1.182415     0.007087636
            1190        1.123934        1.182366      0.00708185
            1191        1.125743        1.182318     0.007076064
            1192        1.127539        1.182272     0.007070276
            1193        1.129323        1.182228     0.007064489
            1194        1.131092        1.182185     0.007058702
            1195        1.132845        1.182144     0.007052916
            1196         1.13458        1.182104     0.007047131
            1197        1.136295        1.182066     0.007041348
            1198         1.13799        1.182029     0.007035567
            1199        1.139661        1.181994     0.007029787
            1200        1.141308         1.18196     0.007024011
            1201        1.142929        1.181927     0.007018238
            1202        1.144523        1.181896     0.007012468
            1203        1.146089        1.181866     0.007006702
            1204        1.147625        1.181838      0.00700094
            1205        1.149129        1.181811     0.006995183
            1206        1.150601        1.181785      0.00698943
            1207        1.152038         1.18176     0.006983683
            1208        1.153439        1.181737     0.006977941
            1209        1.154804        1.181714     0.006972205
            1210        1.156131        1.181693     0.006966475
            1211        1.157418        1.181673     0.006960751
            1212        1.158666        1.181654     0.006955034
            1213        1.159874        1.181636     0.006949323
            1214         1.16104        1.181619      0.00694362
            1215        1.162165        1.181603     0.006937923
            1216        1.163247        1.181588     0.006932234
            1217        1.164287        1.181574     0.006926553
            1218        1.165284        1.181561     0.006920879
            1219        1.166238        1.181548     0.006915213
            1220        1.167149        1.181536     0.006909554
            1221        1.168018        1.181525     0.006903904
            1222        1.168844        1.181515     0.006898263
            1223        1.169627        1.181505     0.006892629
            1224         1.17037        1.181496     0.006887004
            1225        1.171072        1.181488     0.006881387
            1226        1.171734         1.18148     0.006875779
            1227        1.172356        1.181472     0.006870179
            1228        1.172941        1.181465     0.006864588
            1229        1.173487        1.181459     0.006859005
            1230        1.173997        1.181453     0.006853432
            1231        1.174472        1.181447     0.006847867
            1232        1.174912        1.181442      0.00684231
            1233         1.17532        1.181437     0.006836763
            1234        1.175696        1.181432     0.006831224
            1235        1.176042        1.181428     0.006825694
            1236         1.17636        1.181424     0.006820173
            1237        1.176651         1.18142     0.006814661
            1238        1.176917        1.181416     0.006809157
            1239        1.177159        1.181413     0.006803662
            1240        1.177379        1.181409     0.006798176
            1241        1.177578        1.181406     0.006792699
            1242        1.177757        1.181403      0.00678723
            1243        1.177918        1.181401      0.00678177
            1244        1.178062        1.181398     0.006776319
            1245        1.178191        1.181395     0.006770877
            1246        1.178307        1.181393     0.006765443
            1247         1.17841         1.18139     0.006760018
            1248        1.178501        1.181388     0.006754602
            1249        1.178581        1.181386     0.006749195
            1250        1.178652        1.181384     0.006743796
            1251        1.178715        1.181382     0.006738405
            1252        1.178771        1.181379     0.006733023
            1253        1.178819        1.181377      0.00672765
            1254        1.178862        1.181375     0.006722286
            1255          1.1789        1.181373     0.006716929
            1256        1.178934        1.181372     0.006711582
            1257        1.178964         1.18137     0.006706243
            1258         1.17899        1.181368     0.006700912
            1259        1.179013        1.181366      0.00669559
            1260        1.179032        1.181364     0.006690276
            1261        1.179048        1.181362     0.006684971
            1262        1.179062         1.18136     0.006679674
            1263        1.179073        1.181359     0.006674386
            1264        1.179081        1.181357     0.006669106
            1265        1.179087        1.181355     0.006663834
            1266        1.179089        1.181353      0.00665857
            1267        1.179087        1.181351     0.006653315
            1268         1.17908         1.18135     0.006648068
            1269        1.179069        1.181348      0.00664283
            1270        1.179054        1.181346     0.006637599
            1271        1.179034        1.181344     0.006632377
            1272        1.179008        1.181342     0.006627163
            1273        1.178976         1.18134     0.006621958
            1274        1.178937        1.181339      0.00661676
            1275        1.178892        1.181337     0.006611571
            1276        1.178839        1.181335      0.00660639
            1277        1.178778        1.181333     0.006601217
            1278        1.178709        1.181331     0.006596052
            1279        1.178631        1.181328     0.006590895
            1280        1.178545        1.181326     0.006585746
            1281        1.178449        1.181324     0.006580605
            1282        1.178344        1.181322     0.006575473
            1283         1.17823        1.181319     0.006570348
            1284        1.178106        1.181317     0.006565231
            1285        1.177973        1.181314     0.006560123
            1286         1.17783        1.181312     0.006555022
            1287        1.177678        1.181309      0.00654993
            1288        1.177518        1.181306     0.006544845
            1289        1.177349        1.181303     0.006539768
            1290        1.177171        1.181299     0.006534699
            1291        1.176986        1.181296     0.006529638
            1292        1.176792        1.181293     0.006524585
            1293        1.176592        1.181289      0.00651954
            1294        1.176385        1.181285     0.006514503
            1295        1.176173        1.181281     0.006509474
            1296        1.175955        1.181277     0.006504452
            1297        1.175734        1.181273     0.006499439
            1298        1.175509        1.181268     0.006494433
            1299        1.175282        1.181264     0.006489435
            1300        1.175054        1.181259     0.006484445
            1301        1.174826        1.181254     0.006479463
            1302        1.174599        1.181249     0.006474488
            1303        1.174373        1.181244     0.006469521
            1304        1.174149        1.181238     0.006464562
            1305        1.173929        1.181233     0.006459611
            1306        1.173712        1.181227     0.006454668
            1307          1.1735        1.181221     0.006449732
            1308        1.173294        1.181215     0.006444804
            1309        1.173094        1.181209     0.006439883
            1310        1.172902        1.181202      0.00643497
            1311        1.172718        1.181196     0.006430065
            1312        1.172543        1.181189     0.006425168
            1313        1.172376        1.181183     0.006420278
            1314        1.172218        1.181176     0.006415395
            1315        1.172069        1.181169      0.00641052
            1316         1.17193        1.181162     0.006405653
            1317          1.1718        1.181155     0.006400793
            1318         1.17168        1.181148     0.006395941
            1319        1.171569         1.18114     0.006391096
            1320        1.171467        1.181133     0.006386258
            1321        1.171374        1.181126     0.006381428
            1322        1.171289        1.181118     0.006376605
            1323        1.171212        1.181111      0.00637179
            1324        1.171142        1.181103     0.006366982
            1325        1.171079        1.181096     0.006362181
            1326        1.171021        1.181088     0.006357387
            1327        1.170969         1.18108     0.006352601
            1328         1.17092        1.181073     0.006347822
            1329        1.170875        1.181065     0.006343051
            1330        1.170831        1.181057     0.006338286
            1331        1.170789         1.18105     0.006333529
            1332        1.170746        1.181042     0.006328778
            1333        1.170703        1.181034     0.006324035
            1334        1.170657        1.181026       0.0063193
            1335        1.170609        1.181019     0.006314571
            1336        1.170557        1.181011     0.006309849
            1337          1.1705        1.181003     0.006305135
            1338        1.170439        1.180995     0.006300427
            1339        1.170372        1.180987     0.006295727
            1340        1.170299        1.180979     0.006291034
            1341        1.170217        1.180971     0.006286348
            1342        1.170128        1.180963     0.006281668
            1343        1.170031        1.180955     0.006276996
            1344        1.169924        1.180947     0.006272331
            1345        1.169809        1.180938     0.006267673
            1346        1.169685         1.18093     0.006263022
            1347        1.169552        1.180922     0.006258378
            1348        1.169409        1.180913     0.006253742
            1349        1.169257        1.180904     0.006249112
            1350        1.169097        1.180896     0.006244489
            1351        1.168927        1.180887     0.006239873
            1352         1.16875        1.180878     0.006235264
            1353        1.168564        1.180869     0.006230662
            1354        1.168371        1.180859     0.006226068
            1355        1.168172         1.18085      0.00622148
            1356        1.167967        1.180841     0.006216899
            1357        1.167756        1.180831     0.006212325
            1358        1.167542        1.180821     0.006207758
            1359        1.167324        1.180811     0.006203198
            1360        1.167104        1.180801     0.006198645
            1361        1.166882        1.180791     0.006194099
            1362         1.16666        1.180781      0.00618956
            1363        1.166439         1.18077     0.006185028
            1364        1.166219        1.180759     0.006180503
            1365        1.166004        1.180749     0.006175984
            1366        1.165793        1.180738     0.006171473
            1367        1.165588        1.180726     0.006166968
            1368         1.16539        1.180715      0.00616247
            1369          1.1652        1.180704     0.006157979
            1370        1.165021        1.180692     0.006153495
            1371        1.164854        1.180681     0.006149017
            1372        1.164698        1.180669     0.006144547
            1373        1.164556        1.180658     0.006140083
            1374         1.16443        1.180646     0.006135625
            1375        1.164319        1.180634     0.006131174
            1376        1.164225        1.180622      0.00612673
            1377        1.164151         1.18061     0.006122293
            1378        1.164095        1.180598     0.006117861
            1379        1.164061        1.180586     0.006113437
            1380        1.164048        1.180574     0.006109018
            1381        1.164057        1.180562     0.006104606
            1382        1.164091         1.18055     0.006100201
            1383         1.16415        1.180538     0.006095802
            1384        1.164233        1.180526     0.006091408
            1385        1.164343        1.180515     0.006087022
            1386        1.164478        1.180503     0.006082641
            1387         1.16464        1.180492     0.006078266
            1388        1.164829        1.180481     0.006073897
            1389        1.165045        1.180469     0.006069535
            1390        1.165289        1.180458     0.006065178
            1391        1.165561        1.180448     0.006060827
            1392        1.165862        1.180437     0.006056482
            1393        1.166191        1.180427     0.006052143
            1394        1.166549        1.180417      0.00604781
            1395        1.166934        1.180407     0.006043482
            1396        1.167347        1.180398      0.00603916
            1397        1.167786        1.180389     0.006034844
            1398        1.168252         1.18038     0.006030533
            1399        1.168743        1.180372     0.006026228
            1400         1.16926        1.180364     0.006021929
            1401        1.169801        1.180357     0.006017636
            1402        1.170365        1.180349     0.006013348
            1403        1.170952        1.180343     0.006009065
            1404        1.171559        1.180337     0.006004789
            1405        1.172187        1.180331     0.006000518
            1406        1.172833        1.180325     0.005996252
            1407        1.173495        1.180321     0.005991992
            1408        1.174173        1.180316     0.005987738
            1409        1.174865        1.180312      0.00598349
            1410         1.17557        1.180309     0.005979247
            1411        1.176286        1.180306      0.00597501
            1412        1.177011        1.180304     0.005970779
            1413        1.177744        1.180302     0.005966554
            1414        1.178482        1.180301     0.005962334
            1415        1.179224          1.1803     0.005958121
            1416        1.179968          1.1803     0.005953913
            1417        1.180712          1.1803     0.005949711
            1418        1.181453        1.180301     0.005945515
            1419         1.18219        1.180302     0.005941326
            1420        1.182922        1.180304     0.005937142
            1421        1.183646        1.180306     0.005932964
            1422        1.184361        1.180309     0.005928793
            1423        1.185064        1.180312     0.005924627
            1424        1.185754        1.180316     0.005920468
            1425        1.186427        1.180321     0.005916315
            1426        1.187083        1.180325     0.005912168
            1427         1.18772        1.180331     0.005908027
            1428        1.188337        1.180336     0.005903892
            1429         1.18893        1.180342     0.005899764
            1430        1.189499        1.180349     0.005895642
            1431         1.19004        1.180355     0.005891526
            1432        1.190553        1.180362     0.005887416
            1433        1.191036         1.18037     0.005883312
            1434        1.191488        1.180378     0.005879214
            1435        1.191907        1.180386     0.005875123
            1436        1.192292        1.180394     0.005871037
            1437        1.192641        1.180402     0.005866958
            1438        1.192955        1.180411     0.005862885
            1439        1.193231         1.18042     0.005858817
            1440        1.193468        1.180429     0.005854755
            1441        1.193667        1.180438       0.0058507
            1442        1.193827        1.180448      0.00584665
            1443        1.193946        1.180457     0.005842605
            1444        1.194023        1.180466     0.005838567
            1445        1.194059        1.180476     0.005834534
            1446        1.194053        1.180485     0.005830506
            1447        1.194005        1.180495     0.005826485
            1448        1.193915        1.180504     0.005822468
            1449        1.193783        1.180513     0.005818457
            1450        1.193609        1.180522     0.005814451
            1451        1.193393        1.180531     0.005810451
            1452        1.193136         1.18054     0.005806456
            1453        1.192838        1.180548     0.005802466
            1454          1.1925        1.180556     0.005798481
            1455        1.192122        1.180564     0.005794501
            1456        1.191705        1.180572     0.005790526
            1457         1.19125        1.180579     0.005786557
            1458        1.190757        1.180586     0.005782592
            1459        1.190228        1.180593     0.005778633
            1460        1.189664        1.180599     0.005774678
