#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
             629       0.8280309       0.7825835     0.009231762
             630       0.8283054       0.7826561     0.009217394
             631        0.828588       0.7827289     0.009203074
             632       0.8288789       0.7828019     0.009188802
             633        0.829179       0.7828752     0.009174578
             634       0.8294883       0.7829487     0.009160401
             635       0.8298082       0.7830225     0.009146273
             636       0.8301391       0.7830966     0.009132192
             637       0.8304805        0.783171     0.009118158
             638       0.8308329       0.7832457     0.009104173
             639       0.8311964       0.7833207     0.009090234
             640       0.8315711       0.7833961     0.009076344
             641       0.8319575       0.7834719       0.0090625
             642       0.8323556        0.783548     0.009048704
             643       0.8327657       0.7836245     0.009034955
             644       0.8331878       0.7837015     0.009021253
             645        0.833622       0.7837789     0.009007599
             646       0.8340689       0.7838567     0.008993992
             647       0.8345283       0.7839351     0.008980432
             648       0.8349997       0.7840139     0.008966919
             649        0.835483       0.7840932     0.008953453
             650        0.835978        0.784173     0.008940034
             651       0.8364843       0.7842533     0.008926662
             652       0.8370015       0.7843342     0.008913338
             653       0.8375291       0.7844157      0.00890006
             654       0.8380665       0.7844977      0.00888683
             655       0.8386137       0.7845804     0.008873646
             656       0.8391706       0.7846636     0.008860509
             657       0.8397359       0.7847474     0.008847419
             658        0.840309       0.7848318     0.008834376
             659       0.8408901       0.7849169      0.00882138
             660       0.8414793       0.7850026     0.008808431
             661       0.8420759        0.785089     0.008795528
             662       0.8426784        0.785176     0.008782672
             663       0.8432852       0.7852636     0.008769862
             664       0.8438954       0.7853519     0.008757099
             665       0.8445082       0.7854409     0.008744383
             666       0.8451228       0.7855305     0.008731712
             667       0.8457383       0.7856207     0.008719088
             668       0.8463542       0.7857117     0.008706509
             669       0.8469695       0.7858032     0.008693976
             670       0.8475825       0.7858954     0.008681489
             671       0.8481919       0.7859883     0.008669048
             672       0.8487977       0.7860817     0.008656651
             673       0.8493988       0.7861758     0.008644299
