#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
             368        1.527747        1.528037    7.137376e-06
             369        1.527744        1.528036    7.161889e-06
             370        1.527744        1.528035    7.185789e-06
             371        1.527742        1.528034    7.209789e-06
             372        1.527739        1.528034    7.233887e-06
             373        1.527737        1.528033    7.258078e-06
             374        1.527737        1.528032    7.281671e-06
             375        1.527737        1.528031    7.304679e-06
             376        1.527737         1.52803    7.327118e-06
             377        1.527737         1.52803       7.349e-06
             378        1.527732        1.528029    7.371667e-06
             379        1.527732        1.528028    7.393776e-06
             380        1.527732        1.528027     7.41534e-06
             381        1.527725        1.528027    7.438338e-06
             382        1.527724        1.528026    7.460777e-06
             383        1.527724        1.528025    7.482668e-06
             384        1.527724        1.528024    7.504024e-06
             385        1.527724        1.528023    7.524858e-06
             386        1.527722        1.528023    7.545814e-06
             387        1.527717        1.528022    7.567524e-06
             388        1.527717        1.528021     7.58871e-06
             389        1.527717         1.52802    7.609382e-06
             390        1.527714        1.528019    7.630174e-06
             391        1.527714        1.528019    7.650463e-06
             392        1.527712        1.528018    7.670875e-06
             393        1.527709        1.528017    7.691406e-06
             394        1.527707        1.528016    7.712053e-06
             395        1.527705        1.528016    7.732816e-06
             396        1.527702        1.528015     7.75369e-06
             397        1.527702        1.528014    7.774067e-06
             398        1.527702        1.528013    7.793959e-06
             399        1.527702        1.528012    7.813376e-06
             400        1.527699        1.528012    7.832917e-06
             401        1.527699        1.528011    7.851992e-06
             402        1.527697         1.52801    7.871194e-06
             403         1.52769        1.528009    7.891694e-06
             404         1.52769        1.528008    7.911713e-06
             405        1.527687        1.528008    7.931844e-06
             406        1.527685        1.528007    7.952084e-06
             407         1.52768        1.528006    7.973015e-06
             408         1.52768        1.528005    7.993463e-06
             409        1.527675        1.528004    8.014593e-06
             410        1.527673        1.528004    8.035817e-06
             411         1.52767        1.528003    8.057134e-06
             412         1.52767        1.528002    8.077964e-06
             413         1.52767        1.528001    8.098317e-06
             414        1.527665           1.528    8.119338e-06
             415        1.527665           1.528    8.139881e-06
             416        1.527665        1.527999    8.159957e-06
             417         1.52766        1.527998    8.180693e-06
             418        1.527658        1.527997    8.201521e-06
             419        1.527653        1.527996    8.222999e-06
             420        1.527653        1.527996    8.243997e-06
             421        1.527648        1.527995    8.265638e-06
             422        1.527646        1.527994    8.287356e-06
             423        1.527643        1.527993    8.309149e-06
             424        1.527643        1.527992    8.330459e-06
             425        1.527638        1.527991      8.3524e-06
             426        1.527636        1.527991     8.37441e-06
             427        1.527636         1.52799    8.395936e-06
             428        1.527636        1.527989     8.41699e-06
             429        1.527638        1.527988    8.437045e-06
             430        1.527638        1.527987    8.456658e-06
             431        1.527638        1.527986    8.475837e-06
             432        1.527638        1.527986     8.49459e-06
             433        1.527635        1.527985    8.513443e-06
             434        1.527635        1.527984    8.531879e-06
             435         1.52763        1.527983    8.550934e-06
             436         1.52763        1.527982    8.569569e-06
             437        1.527628        1.527982    8.588303e-06
             438        1.527628        1.527981    8.606625e-06
             439        1.527625         1.52798    8.625048e-06
             440        1.527623        1.527979     8.64357e-06
             441        1.527623        1.527978    8.661687e-06
             442        1.527623        1.527978    8.679407e-06
             443         1.52762        1.527977    8.697231e-06
             444         1.52762        1.527976    8.714665e-06
             445        1.527618        1.527975    8.732205e-06
             446        1.527615        1.527974    8.749849e-06
             447        1.527615        1.527974    8.767109e-06
             448        1.527615        1.527973    8.783992e-06
             449        1.527615        1.527972    8.800505e-06
             450         1.52761        1.527971    8.817608e-06
             451        1.527608         1.52797    8.834816e-06
             452        1.527605         1.52797    8.852128e-06
             453        1.527607        1.527969    8.868596e-06
             454        1.527607        1.527968    8.884707e-06
             455        1.527607        1.527967    8.900467e-06
             456        1.527607        1.527966    8.915881e-06
             457        1.527605        1.527966    8.931413e-06
             458          1.5276        1.527965    8.947521e-06
             459          1.5276        1.527964    8.963282e-06
             460          1.5276        1.527963    8.978701e-06
             461          1.5276        1.527962    8.993785e-06
             462          1.5276        1.527962    9.008539e-06
             463        1.527599        1.527961    9.022969e-06
             464        1.527599         1.52796    9.037083e-06
             465        1.527599        1.527959    9.050886e-06
             466        1.527599        1.527958    9.064383e-06
             467        1.527594        1.527958    9.078444e-06
             468        1.527594        1.527957    9.092197e-06
             469        1.527594        1.527956    9.105646e-06
             470        1.527594        1.527955    9.118797e-06
             471        1.527594        1.527955    9.131655e-06
             472        1.527592        1.527954    9.144647e-06
             473        1.527591        1.527953    9.157349e-06
             474        1.527591        1.527952    9.169768e-06
             475        1.527589        1.527952    9.182322e-06
             476        1.527591        1.527951    9.194185e-06
             477        1.527591         1.52795     9.20578e-06
             478        1.527591        1.527949     9.21711e-06
             479        1.527591        1.527949     9.22818e-06
             480        1.527591        1.527948    9.238994e-06
             481        1.527591        1.527947    9.249557e-06
             482        1.527591        1.527946    9.259874e-06
             483        1.527588        1.527946    9.270338e-06
             484        1.527588        1.527945    9.280558e-06
             485        1.527588        1.527944    9.290537e-06
             486        1.527586        1.527943    9.300666e-06
             487        1.527583        1.527943    9.310942e-06
             488        1.527578        1.527942    9.321751e-06
             489        1.527578        1.527941    9.332314e-06
             490        1.527573         1.52794    9.343406e-06
             491        1.527571         1.52794    9.354637e-06
             492        1.527571        1.527939    9.365617e-06
             493        1.527571        1.527938    9.376351e-06
             494        1.527568        1.527937    9.387224e-06
             495        1.527566        1.527937    9.398235e-06
             496        1.527563        1.527936    9.409382e-06
             497        1.527563        1.527935    9.420282e-06
             498        1.527563        1.527934    9.430942e-06
             499        1.527558        1.527934    9.442115e-06
             500        1.527556        1.527933    9.453421e-06
             501        1.527556        1.527932    9.464482e-06
             502        1.527553        1.527931    9.475675e-06
             503        1.527551        1.527931       9.487e-06
             504        1.527551         1.52793     9.49808e-06
             505        1.527551        1.527929     9.50892e-06
             506         1.52755        1.527928    9.519524e-06
             507         1.52755        1.527928    9.529895e-06
             508        1.527548        1.527927    9.540402e-06
             509         1.52755        1.527926    9.550317e-06
             510         1.52755        1.527925    9.560011e-06
             511         1.52755        1.527925    9.569488e-06
             512         1.52755        1.527924     9.57875e-06
             513         1.52755        1.527923      9.5878e-06
             514        1.527538        1.527922    9.598414e-06
             515        1.527538        1.527922    9.608799e-06
             516        1.527538        1.527921    9.618961e-06
             517        1.527538         1.52792    9.628901e-06
             518        1.527537        1.527919    9.638624e-06
             519        1.527537        1.527919    9.648132e-06
