#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
             729         1.57697         1.56502     0.000179876
             730         1.57703         1.56503      0.00018038
             731         1.57709         1.56505     0.000180886
             732         1.57715         1.56507     0.000181392
             733         1.57721         1.56508       0.0001819
             734         1.57728          1.5651     0.000182409
             735         1.57734         1.56512     0.000182919
             736          1.5774         1.56513      0.00018343
             737         1.57746         1.56515     0.000183942
             738         1.57753         1.56517     0.000184456
             739         1.57759         1.56518      0.00018497
             740         1.57765          1.5652     0.000185486
             741         1.57771         1.56522     0.000186003
             742         1.57778         1.56524      0.00018652
             743         1.57784         1.56525     0.000187039
             744         1.57791         1.56527      0.00018756
             745         1.57797         1.56529     0.000188081
             746         1.57803          1.5653     0.000188603
             747          1.5781         1.56532     0.000189127
             748         1.57816         1.56534     0.000189652
             749         1.57823         1.56535     0.000190178
             750         1.57829         1.56537     0.000190705
             751         1.57836         1.56539     0.000191233
             752         1.57842         1.56541     0.000191763
             753         1.57849         1.56542     0.000192293
             754         1.57855         1.56544     0.000192825
             755         1.57862         1.56546     0.000193358
             756         1.57869         1.56548     0.000193892
             757         1.57875         1.56549     0.000194427
             758         1.57882         1.56551     0.000194964
             759         1.57888         1.56553     0.000195501
             760         1.57895         1.56555      0.00019604
             761         1.57902         1.56556      0.00019658
             762         1.57909         1.56558     0.000197122
             763         1.57915          1.5656     0.000197664
             764         1.57922         1.56562     0.000198208
             765         1.57929         1.56564     0.000198752
             766         1.57936         1.56565     0.000199298
             767         1.57942         1.56567     0.000199846
             768         1.57949         1.56569     0.000200394
             769         1.57956         1.56571     0.000200944
             770         1.57963         1.56573     0.000201495
             771          1.5797         1.56574     0.000202047
             772         1.57977         1.56576       0.0002026
             773         1.57984         1.56578     0.000203155
             774         1.57991          1.5658     0.000203711
             775         1.57998         1.56582     0.000204268
             776         1.58005         1.56584     0.000204826
             777         1.58012         1.56585     0.000205386
             778         1.58019         1.56587     0.000205946
             779         1.58026         1.56589     0.000206508
             780         1.58033         1.56591     0.000207072
             781          1.5804         1.56593     0.000207636
             782         1.58047         1.56595     0.000208202
             783         1.58054         1.56596     0.000208769
             784         1.58061         1.56598     0.000209337
             785         1.58069           1.566     0.000209907
             786         1.58076         1.56602     0.000210478
             787         1.58083         1.56604      0.00021105
             788          1.5809         1.56606     0.000211623
             789         1.58098         1.56608     0.000212198
             790         1.58105          1.5661     0.000212774
             791         1.58112         1.56612     0.000213351
             792          1.5812         1.56613      0.00021393
             793         1.58127         1.56615      0.00021451
             794         1.58134         1.56617     0.000215091
             795         1.58142         1.56619     0.000215673
             796         1.58149         1.56621     0.000216257
             797         1.58157         1.56623     0.000216842
             798         1.58164         1.56625     0.000217429
             799         1.58171         1.56627     0.000218016
             800         1.58179         1.56629     0.000218605
             801         1.58187         1.56631     0.000219196
             802         1.58194         1.56633     0.000219787
             803         1.58202         1.56635      0.00022038
             804         1.58209         1.56637     0.000220975
             805         1.58217         1.56639      0.00022157
             806         1.58224         1.56641     0.000222167
             807         1.58232         1.56643     0.000222766
             808          1.5824         1.56645     0.000223365
             809         1.58248         1.56647     0.000223966
             810         1.58255         1.56648     0.000224569
             811         1.58263          1.5665     0.000225172
             812         1.58271         1.56652     0.000225778
             813         1.58279         1.56654     0.000226384
             814         1.58286         1.56656     0.000226992
             815         1.58294         1.56658     0.000227601
             816         1.58302         1.56661     0.000228212
             817          1.5831         1.56663     0.000228824
             818         1.58318         1.56665     0.000229437
             819         1.58326         1.56667     0.000230052
             820         1.58334         1.56669     0.000230668
             821         1.58342         1.56671     0.000231285
             822          1.5835         1.56673     0.000231904
             823         1.58358         1.56675     0.000232525
             824         1.58366         1.56677     0.000233146
             825         1.58374         1.56679     0.000233769
             826         1.58382         1.56681     0.000234394
             827          1.5839         1.56683      0.00023502
             828         1.58398         1.56685     0.000235647
             829         1.58406         1.56687     0.000236276
             830         1.58415         1.56689     0.000236907
             831         1.58423         1.56691     0.000237538
             832         1.58431         1.56693     0.000238171
             833         1.58439         1.56695     0.000238806
             834         1.58448         1.56698     0.000239442
             835         1.58456           1.567     0.000240079
             836         1.58464         1.56702     0.000240718
             837         1.58473         1.56704     0.000241359
             838         1.58481         1.56706     0.000242001
             839         1.58489         1.56708     0.000242644
             840         1.58498          1.5671     0.000243289
             841         1.58506         1.56712     0.000243935
             842         1.58515         1.56715     0.000244583
             843         1.58523         1.56717     0.000245232
             844         1.58532         1.56719     0.000245883
             845          1.5854         1.56721     0.000246535
             846         1.58549         1.56723     0.000247188
             847         1.58558         1.56725     0.000247844
             848         1.58566         1.56728       0.0002485
             849         1.58575          1.5673     0.000249159
             850         1.58584         1.56732     0.000249818
             851         1.58592         1.56734     0.000250479
             852         1.58601         1.56736     0.000251142
             853          1.5861         1.56738     0.000251807
             854         1.58619         1.56741     0.000252472
             855         1.58627         1.56743      0.00025314
             856         1.58636         1.56745     0.000253809
             857         1.58645         1.56747     0.000254479
             858         1.58654          1.5675     0.000255151
             859         1.58663         1.56752     0.000255825
             860         1.58672         1.56754       0.0002565
             861         1.58681         1.56756     0.000257176
             862          1.5869         1.56758     0.000257855
             863         1.58699         1.56761     0.000258535
             864         1.58708         1.56763     0.000259216
             865         1.58717         1.56765     0.000259899
             866         1.58726         1.56767     0.000260583
             867         1.58735          1.5677      0.00026127
             868         1.58745         1.56772     0.000261957
             869         1.58754         1.56774     0.000262647
             870         1.58763         1.56777     0.000263338
             871         1.58772         1.56779      0.00026403
             872         1.58782         1.56781     0.000264725
             873         1.58791         1.56783      0.00026542
             874           1.588         1.56786     0.000266118
             875          1.5881         1.56788     0.000266817
             876         1.58819          1.5679     0.000267518
             877         1.58828         1.56793      0.00026822
             878         1.58838         1.56795     0.000268924
             879         1.58847         1.56797      0.00026963
             880         1.58857           1.568     0.000270337
             881         1.58866         1.56802     0.000271046
             882         1.58876         1.56804     0.000271757
             883         1.58886         1.56807     0.000272469
             884         1.58895         1.56809     0.000273183
             885         1.58905         1.56812     0.000273899
             886         1.58915         1.56814     0.000274617
             887         1.58924         1.56816     0.000275336
             888         1.58934         1.56819     0.000276057
             889         1.58944         1.56821     0.000276779
             890         1.58954         1.56823     0.000277503
             891         1.58963         1.56826     0.000278229
             892         1.58973         1.56828     0.000278957
             893         1.58983         1.56831     0.000279687
             894         1.58993         1.56833     0.000280418
             895         1.59003         1.56836     0.000281151
             896         1.59013         1.56838     0.000281885
             897         1.59023          1.5684     0.000282622
             898         1.59033         1.56843      0.00028336
             899         1.59043         1.56845       0.0002841
             900         1.59053         1.56848     0.000284842
             901         1.59064          1.5685     0.000285585
             902         1.59074         1.56853     0.000286331
             903         1.59084         1.56855     0.000287078
             904         1.59094         1.56858     0.000287827
             905         1.59104          1.5686     0.000288578
             906         1.59115         1.56863      0.00028933
             907         1.59125         1.56865     0.000290084
             908         1.59135         1.56868     0.000290841
             909         1.59146          1.5687     0.000291599
             910         1.59156         1.56873     0.000292359
             911         1.59167         1.56875      0.00029312
             912         1.59177         1.56878     0.000293884
             913         1.59188          1.5688     0.000294649
             914         1.59198         1.56883     0.000295416
             915         1.59209         1.56885     0.000296186
             916          1.5922         1.56888     0.000296957
             917          1.5923          1.5689      0.00029773
             918         1.59241         1.56893     0.000298504
             919         1.59252         1.56895     0.000299281
             920         1.59263         1.56898      0.00030006
             921         1.59273         1.56901      0.00030084
             922         1.59284         1.56903     0.000301623
             923         1.59295         1.56906     0.000302407
             924         1.59306         1.56908     0.000303193
             925         1.59317         1.56911     0.000303982
             926         1.59328         1.56914     0.000304772
             927         1.59339         1.56916     0.000305564
             928          1.5935         1.56919     0.000306358
             929         1.59361         1.56921     0.000307154
             930         1.59372         1.56924     0.000307952
             931         1.59383         1.56927     0.000308752
             932         1.59395         1.56929     0.000309554
             933         1.59406         1.56932     0.000310358
             934         1.59417         1.56935     0.000311164
             935         1.59428         1.56937     0.000311972
             936          1.5944          1.5694     0.000312782
             937         1.59451         1.56943     0.000313594
             938         1.59462         1.56945     0.000314408
             939         1.59474         1.56948     0.000315224
             940         1.59485         1.56951     0.000316042
             941         1.59497         1.56954     0.000316863
             942         1.59508         1.56956     0.000317685
             943          1.5952         1.56959     0.000318509
             944         1.59532         1.56962     0.000319336
             945         1.59543         1.56964     0.000320164
             946         1.59555         1.56967     0.000320995
             947         1.59567          1.5697     0.000321828
             948         1.59579         1.56973     0.000322663
             949          1.5959         1.56975       0.0003235
             950         1.59602         1.56978     0.000324339
             951         1.59614         1.56981      0.00032518
             952         1.59626         1.56984     0.000326023
             953         1.59638         1.56987     0.000326869
             954          1.5965         1.56989     0.000327717
             955         1.59662         1.56992     0.000328567
             956         1.59674         1.56995     0.000329419
             957         1.59687         1.56998     0.000330273
             958         1.59699         1.57001      0.00033113
             959         1.59711         1.57003     0.000331988
             960         1.59723         1.57006     0.000332849
             961         1.59736         1.57009     0.000333712
             962         1.59748         1.57012     0.000334578
             963          1.5976         1.57015     0.000335445
             964         1.59773         1.57018     0.000336315
             965         1.59785          1.5702     0.000337187
             966         1.59798         1.57023     0.000338062
             967          1.5981         1.57026     0.000338938
             968         1.59823         1.57029     0.000339817
             969         1.59836         1.57032     0.000340699
             970         1.59848         1.57035     0.000341582
             971         1.59861         1.57038     0.000342468
             972         1.59874         1.57041     0.000343356
             973         1.59887         1.57044     0.000344247
             974         1.59899         1.57047      0.00034514
             975         1.59912          1.5705     0.000346035
             976         1.59925         1.57052     0.000346933
             977         1.59938         1.57055     0.000347832
             978         1.59951         1.57058     0.000348735
             979         1.59964         1.57061      0.00034964
             980         1.59978         1.57064     0.000350547
             981         1.59991         1.57067     0.000351456
             982         1.60004          1.5707     0.000352368
             983         1.60017         1.57073     0.000353283
             984          1.6003         1.57076       0.0003542
             985         1.60044         1.57079     0.000355119
             986         1.60057         1.57082     0.000356041
             987         1.60071         1.57085     0.000356965
             988         1.60084         1.57088     0.000357892
             989         1.60098         1.57091     0.000358821
             990         1.60111         1.57095     0.000359753
             991         1.60125         1.57098     0.000360688
             992         1.60139         1.57101     0.000361624
             993         1.60152         1.57104     0.000362564
             994         1.60166         1.57107     0.000363506
             995          1.6018          1.5711      0.00036445
             996         1.60194         1.57113     0.000365397
             997         1.60208         1.57116     0.000366347
             998         1.60222         1.57119     0.000367299
             999         1.60236         1.57122     0.000368254
            1000          1.6025         1.57125     0.000369212
            1001         1.60264         1.57129     0.000370172
            1002         1.60278         1.57132     0.000371134
            1003         1.60292         1.57135       0.0003721
            1004         1.60307         1.57138     0.000373068
            1005         1.60321         1.57141     0.000374039
            1006         1.60335         1.57144     0.000375012
            1007          1.6035         1.57148     0.000375988
            1008         1.60364         1.57151     0.000376967
            1009         1.60379         1.57154     0.000377949
            1010         1.60393         1.57157     0.000378933
            1011         1.60408          1.5716      0.00037992
            1012         1.60423         1.57164      0.00038091
            1013         1.60438         1.57167     0.000381903
            1014         1.60452          1.5717     0.000382898
            1015         1.60467         1.57173     0.000383896
            1016         1.60482         1.57177     0.000384897
            1017         1.60497          1.5718     0.000385901
            1018         1.60512         1.57183     0.000386908
            1019         1.60527         1.57186     0.000387917
            1020         1.60542          1.5719      0.00038893
            1021         1.60557         1.57193     0.000389945
            1022         1.60573         1.57196     0.000390963
            1023         1.60588           1.572     0.000391984
            1024         1.60603         1.57203     0.000393008
            1025         1.60619         1.57206     0.000394035
            1026         1.60634          1.5721     0.000395064
            1027          1.6065         1.57213     0.000396097
            1028         1.60665         1.57216     0.000397133
            1029         1.60681          1.5722     0.000398172
            1030         1.60696         1.57223     0.000399213
            1031         1.60712         1.57226     0.000400258
            1032         1.60728          1.5723     0.000401306
            1033         1.60744         1.57233     0.000402356
            1034          1.6076         1.57237      0.00040341
            1035         1.60776          1.5724     0.000404467
            1036         1.60792         1.57243     0.000405527
            1037         1.60808         1.57247      0.00040659
            1038         1.60824          1.5725     0.000407656
            1039          1.6084         1.57254     0.000408725
            1040         1.60856         1.57257     0.000409797
            1041         1.60873         1.57261     0.000410872
            1042         1.60889         1.57264     0.000411951
            1043         1.60906         1.57268     0.000413033
            1044         1.60922         1.57271     0.000414118
            1045         1.60939         1.57275     0.000415206
            1046         1.60955         1.57278     0.000416297
            1047         1.60972         1.57282     0.000417392
            1048         1.60989         1.57285     0.000418489
            1049         1.61005         1.57289      0.00041959
            1050         1.61022         1.57292     0.000420695
            1051         1.61039         1.57296     0.000421802
            1052         1.61056           1.573     0.000422913
            1053         1.61073         1.57303     0.000424027
            1054          1.6109         1.57307     0.000425145
            1055         1.61108          1.5731     0.000426265
            1056         1.61125         1.57314      0.00042739
            1057         1.61142         1.57318     0.000428517
            1058          1.6116         1.57321     0.000429648
            1059         1.61177         1.57325     0.000430782
            1060         1.61195         1.57328      0.00043192
            1061         1.61212         1.57332     0.000433061
            1062          1.6123         1.57336     0.000434206
            1063         1.61247          1.5734     0.000435354
            1064         1.61265         1.57343     0.000436505
            1065         1.61283         1.57347      0.00043766
            1066         1.61301         1.57351     0.000438818
            1067         1.61319         1.57354      0.00043998
            1068         1.61337         1.57358     0.000441146
            1069         1.61355         1.57362     0.000442315
            1070         1.61373         1.57366     0.000443488
            1071         1.61391         1.57369     0.000444664
            1072          1.6141         1.57373     0.000445843
            1073         1.61428         1.57377     0.000447027
            1074         1.61447         1.57381     0.000448214
            1075         1.61465         1.57384     0.000449404
            1076         1.61484         1.57388     0.000450599
            1077         1.61502         1.57392     0.000451796
            1078         1.61521         1.57396     0.000452998
            1079          1.6154           1.574     0.000454203
            1080         1.61559         1.57404     0.000455412
            1081         1.61578         1.57407     0.000456625
            1082         1.61597         1.57411     0.000457841
            1083         1.61616         1.57415     0.000459061
            1084         1.61635         1.57419     0.000460285
            1085         1.61654         1.57423     0.000461513
            1086         1.61673         1.57427     0.000462745
            1087         1.61693         1.57431      0.00046398
            1088         1.61712         1.57435     0.000465219
            1089         1.61732         1.57439     0.000466462
            1090         1.61751         1.57443     0.000467709
            1091         1.61771         1.57447     0.000468959
            1092          1.6179         1.57451     0.000470214
            1093          1.6181         1.57455     0.000471472
            1094          1.6183         1.57459     0.000472735
            1095          1.6185         1.57463     0.000474001
            1096          1.6187         1.57467     0.000475271
            1097          1.6189         1.57471     0.000476546
            1098          1.6191         1.57475     0.000477824
            1099          1.6193         1.57479     0.000479106
            1100         1.61951         1.57483     0.000480392
            1101         1.61971         1.57487     0.000481682
            1102         1.61991         1.57491     0.000482976
            1103         1.62012         1.57495     0.000484274
            1104         1.62032         1.57499     0.000485577
            1105         1.62053         1.57503     0.000486883
            1106         1.62074         1.57507     0.000488193
            1107         1.62095         1.57512     0.000489508
            1108         1.62115         1.57516     0.000490826
            1109         1.62136          1.5752     0.000492149
            1110         1.62157         1.57524     0.000493476
            1111         1.62178         1.57528     0.000494807
            1112           1.622         1.57532     0.000496142
            1113         1.62221         1.57537     0.000497481
            1114         1.62242         1.57541     0.000498824
            1115         1.62264         1.57545     0.000500172
            1116         1.62285         1.57549     0.000501524
            1117         1.62307         1.57554      0.00050288
            1118         1.62328         1.57558      0.00050424
            1119          1.6235         1.57562     0.000505604
            1120         1.62371         1.57567     0.000506973
            1121         1.62393         1.57571     0.000508346
            1122         1.62415         1.57575     0.000509723
            1123         1.62437         1.57579     0.000511105
            1124         1.62459         1.57584      0.00051249
            1125         1.62481         1.57588      0.00051388
            1126         1.62503         1.57593     0.000515275
            1127         1.62526         1.57597     0.000516673
            1128         1.62548         1.57601     0.000518076
            1129          1.6257         1.57606     0.000519484
            1130         1.62593          1.5761     0.000520895
            1131         1.62615         1.57615     0.000522311
            1132         1.62638         1.57619     0.000523732
            1133         1.62661         1.57623     0.000525156
            1134         1.62683         1.57628     0.000526585
            1135         1.62706         1.57632     0.000528019
            1136         1.62729         1.57637     0.000529456
            1137         1.62752         1.57641     0.000530899
            1138         1.62775         1.57646     0.000532345
            1139         1.62798          1.5765     0.000533796
            1140         1.62821         1.57655     0.000535251
            1141         1.62844         1.57659     0.000536711
            1142         1.62867         1.57664     0.000538175
            1143         1.62891         1.57669     0.000539643
            1144         1.62914         1.57673     0.000541116
            1145         1.62938         1.57678     0.000542593
            1146         1.62961         1.57682     0.000544075
            1147         1.62985         1.57687     0.000545561
            1148         1.63008         1.57692     0.000547051
            1149         1.63032         1.57696     0.000548546
            1150         1.63056         1.57701     0.000550045
            1151          1.6308         1.57706     0.000551549
            1152         1.63103          1.5771     0.000553057
            1153         1.63127         1.57715     0.000554569
            1154         1.63151          1.5772     0.000556086
            1155         1.63175         1.57724     0.000557607
            1156         1.63199         1.57729     0.000559132
            1157         1.63224         1.57734     0.000560662
            1158         1.63248         1.57739     0.000562196
            1159         1.63272         1.57743     0.000563734
            1160         1.63296         1.57748     0.000565277
            1161         1.63321         1.57753     0.000566824
            1162         1.63345         1.57758     0.000568375
            1163         1.63369         1.57763     0.000569931
            1164         1.63394         1.57768     0.000571491
            1165         1.63418         1.57772     0.000573055
            1166         1.63443         1.57777     0.000574623
            1167         1.63467         1.57782     0.000576195
            1168         1.63492         1.57787     0.000577772
            1169         1.63517         1.57792     0.000579353
            1170         1.63541         1.57797     0.000580938
            1171         1.63566         1.57802     0.000582527
            1172         1.63591         1.57807      0.00058412
            1173         1.63615         1.57812     0.000585718
            1174          1.6364         1.57817     0.000587319
            1175         1.63665         1.57822     0.000588924
            1176          1.6369         1.57827     0.000590534
            1177         1.63714         1.57832     0.000592147
            1178         1.63739         1.57837     0.000593764
            1179         1.63764         1.57842     0.000595385
            1180         1.63789         1.57847      0.00059701
            1181         1.63814         1.57852     0.000598639
            1182         1.63839         1.57857     0.000600272
            1183         1.63864         1.57862     0.000601908
            1184         1.63888         1.57867     0.000603548
            1185         1.63913         1.57872     0.000605191
            1186         1.63938         1.57877     0.000606839
            1187         1.63963         1.57882     0.000608489
            1188         1.63988         1.57887     0.000610144
            1189         1.64012         1.57893     0.000611801
            1190         1.64037         1.57898     0.000613462
            1191         1.64062         1.57903     0.000615127
            1192         1.64087         1.57908     0.000616794
            1193         1.64111         1.57913     0.000618465
            1194         1.64136         1.57919     0.000620139
            1195          1.6416         1.57924     0.000621816
            1196         1.64185         1.57929     0.000623496
            1197         1.64209         1.57934     0.000625179
            1198         1.64234         1.57939     0.000626864
            1199         1.64258         1.57945     0.000628553
            1200         1.64283          1.5795     0.000630244
            1201         1.64307         1.57955     0.000631938
            1202         1.64331         1.57961     0.000633634
            1203         1.64355         1.57966     0.000635333
            1204         1.64379         1.57971     0.000637034
            1205         1.64403         1.57977     0.000638737
            1206         1.64426         1.57982     0.000640443
            1207          1.6445         1.57987      0.00064215
            1208         1.64474         1.57993      0.00064386
            1209         1.64497         1.57998     0.000645571
            1210          1.6452         1.58003     0.000647284
            1211         1.64544         1.58009     0.000648999
            1212         1.64567         1.58014     0.000650715
            1213         1.64589          1.5802     0.000652432
            1214         1.64612         1.58025     0.000654151
            1215         1.64635         1.58031      0.00065587
            1216         1.64657         1.58036     0.000657591
            1217         1.64679         1.58041     0.000659312
            1218         1.64701         1.58047     0.000661035
            1219         1.64723         1.58052     0.000662757
            1220         1.64745         1.58058     0.000664481
            1221         1.64766         1.58063     0.000666204
            1222         1.64788         1.58069     0.000667927
            1223         1.64809         1.58074     0.000669651
            1224         1.64829          1.5808     0.000671374
            1225          1.6485         1.58085     0.000673097
            1226          1.6487         1.58091     0.000674819
            1227          1.6489         1.58097      0.00067654
            1228          1.6491         1.58102      0.00067826
            1229         1.64929         1.58108     0.000679979
            1230         1.64948         1.58113     0.000681697
            1231         1.64967         1.58119     0.000683414
            1232         1.64986         1.58124     0.000685128
            1233         1.65004          1.5813     0.000686841
            1234         1.65022         1.58135     0.000688551
            1235         1.65039         1.58141     0.000690259
            1236         1.65057         1.58147     0.000691965
            1237         1.65073         1.58152     0.000693667
            1238          1.6509         1.58158     0.000695367
            1239         1.65106         1.58163     0.000697063
            1240         1.65121         1.58169     0.000698756
            1241         1.65137         1.58175     0.000700445
            1242         1.65151          1.5818      0.00070213
            1243         1.65166         1.58186      0.00070381
            1244          1.6518         1.58192     0.000705486
            1245         1.65193         1.58197     0.000707158
            1246         1.65206         1.58203     0.000708824
            1247         1.65218         1.58208     0.000710485
            1248          1.6523         1.58214      0.00071214
            1249         1.65242          1.5822     0.000713789
            1250         1.65253         1.58225     0.000715432
            1251         1.65263         1.58231     0.000717068
            1252         1.65273         1.58237     0.000718698
            1253         1.65282         1.58242      0.00072032
            1254          1.6529         1.58248     0.000721936
            1255         1.65299         1.58253     0.000723543
            1256         1.65306         1.58259     0.000725142
            1257         1.65313         1.58265     0.000726733
            1258         1.65319          1.5827     0.000728316
            1259         1.65324         1.58276     0.000729889
            1260         1.65329         1.58281     0.000731454
            1261         1.65333         1.58287     0.000733008
            1262         1.65337         1.58293     0.000734553
            1263          1.6534         1.58298     0.000736087
            1264         1.65342         1.58304     0.000737611
            1265         1.65343         1.58309     0.000739124
            1266         1.65344         1.58315     0.000740625
            1267         1.65343          1.5832     0.000742115
            1268         1.65342         1.58326     0.000743593
            1269         1.65341         1.58332     0.000745059
            1270         1.65338         1.58337     0.000746513
            1271         1.65335         1.58343     0.000747953
            1272         1.65331         1.58348      0.00074938
            1273         1.65327         1.58354     0.000750794
            1274         1.65321         1.58359     0.000752194
            1275         1.65315         1.58364      0.00075358
            1276         1.65307          1.5837     0.000754951
            1277         1.65299         1.58375     0.000756307
            1278         1.65291         1.58381     0.000757649
            1279         1.65281         1.58386     0.000758975
            1280         1.65271         1.58392     0.000760285
            1281         1.65259         1.58397      0.00076158
            1282         1.65247         1.58402     0.000762858
            1283         1.65235         1.58408      0.00076412
            1284         1.65221         1.58413     0.000765365
            1285         1.65206         1.58418     0.000766593
            1286         1.65191         1.58423     0.000767804
            1287         1.65175         1.58429     0.000768998
            1288         1.65158         1.58434     0.000770174
            1289         1.65141         1.58439     0.000771332
            1290         1.65123         1.58444     0.000772472
            1291         1.65104         1.58449     0.000773594
            1292         1.65084         1.58455     0.000774698
            1293         1.65064          1.5846     0.000775783
            1294         1.65043         1.58465      0.00077685
            1295         1.65021          1.5847     0.000777898
            1296         1.64999         1.58475     0.000778928
            1297         1.64976          1.5848     0.000779938
            1298         1.64952         1.58485      0.00078093
            1299         1.64928          1.5849     0.000781902
            1300         1.64904         1.58495     0.000782856
            1301         1.64879           1.585     0.000783791
            1302         1.64854         1.58505     0.000784706
            1303         1.64828         1.58509     0.000785603
            1304         1.64802         1.58514     0.000786482
            1305         1.64776         1.58519     0.000787341
            1306         1.64749         1.58524     0.000788182
            1307         1.64722         1.58529     0.000789004
            1308         1.64695         1.58533     0.000789808
            1309         1.64668         1.58538     0.000790594
            1310         1.64641         1.58543     0.000791362
            1311         1.64614         1.58547     0.000792113
            1312         1.64587         1.58552     0.000792845
            1313          1.6456         1.58556     0.000793561
            1314         1.64533         1.58561     0.000794259
            1315         1.64506         1.58565     0.000794941
            1316          1.6448          1.5857     0.000795606
            1317         1.64454         1.58574     0.000796256
            1318         1.64428         1.58579     0.000796889
            1319         1.64403         1.58583     0.000797508
            1320         1.64379         1.58588     0.000798111
            1321         1.64355         1.58592       0.0007987
            1322         1.64331         1.58596     0.000799275
            1323         1.64309         1.58601     0.000799836
            1324         1.64287         1.58605     0.000800384
            1325         1.64266         1.58609     0.000800919
            1326         1.64246         1.58614     0.000801442
            1327         1.64226         1.58618     0.000801954
            1328         1.64208         1.58622     0.000802454
            1329         1.64191         1.58626     0.000802944
            1330         1.64175          1.5863     0.000803423
            1331          1.6416         1.58634     0.000803893
            1332         1.64146         1.58639     0.000804353
            1333         1.64134         1.58643     0.000804806
            1334         1.64122         1.58647      0.00080525
            1335         1.64113         1.58651     0.000805687
            1336         1.64104         1.58655     0.000806117
            1337         1.64097         1.58659     0.000806541
            1338         1.64091         1.58663     0.000806959
            1339         1.64087         1.58667     0.000807373
            1340         1.64084         1.58671     0.000807782
            1341         1.64083         1.58675     0.000808187
            1342         1.64083         1.58679     0.000808589
            1343         1.64085         1.58683     0.000808988
            1344         1.64088         1.58687     0.000809385
            1345         1.64093         1.58691      0.00080978
            1346           1.641         1.58695     0.000810175
            1347         1.64108         1.58699     0.000810569
            1348         1.64117         1.58703     0.000810964
            1349         1.64128         1.58707     0.000811359
            1350         1.64141         1.58711     0.000811756
            1351         1.64155         1.58715     0.000812154
            1352         1.64171          1.5872     0.000812555
            1353         1.64188         1.58724     0.000812959
            1354         1.64206         1.58728     0.000813367
            1355         1.64226         1.58732     0.000813778
            1356         1.64248         1.58736     0.000814194
            1357          1.6427          1.5874     0.000814615
            1358         1.64294         1.58744     0.000815041
            1359         1.64319         1.58748     0.000815474
            1360         1.64346         1.58752     0.000815912
            1361         1.64374         1.58756     0.000816357
            1362         1.64402          1.5876      0.00081681
            1363         1.64432         1.58765      0.00081727
            1364         1.64463         1.58769     0.000817738
            1365         1.64495         1.58773     0.000818214
            1366         1.64528         1.58777     0.000818699
            1367         1.64562         1.58781     0.000819194
            1368         1.64597         1.58786     0.000819697
            1369         1.64632          1.5879      0.00082021
            1370         1.64669         1.58794     0.000820733
            1371         1.64706         1.58799     0.000821266
            1372         1.64743         1.58803      0.00082181
            1373         1.64782         1.58807     0.000822364
            1374         1.64821         1.58812      0.00082293
            1375          1.6486         1.58816     0.000823506
            1376           1.649          1.5882     0.000824094
            1377          1.6494         1.58825     0.000824693
            1378         1.64981         1.58829     0.000825303
            1379         1.65022         1.58834     0.000825925
            1380         1.65063         1.58838      0.00082656
            1381         1.65105         1.58843     0.000827206
            1382         1.65147         1.58847     0.000827864
            1383         1.65189         1.58852     0.000828534
            1384         1.65231         1.58857     0.000829216
            1385         1.65273         1.58861      0.00082991
            1386         1.65315         1.58866     0.000830617
            1387         1.65358         1.58871     0.000831336
            1388         1.65401         1.58875     0.000832067
            1389         1.65443          1.5888     0.000832811
            1390         1.65486         1.58885     0.000833566
            1391         1.65528          1.5889     0.000834334
            1392         1.65571         1.58894     0.000835114
            1393         1.65613         1.58899     0.000835906
            1394         1.65656         1.58904     0.000836711
            1395         1.65698         1.58909     0.000837527
            1396          1.6574         1.58914     0.000838355
            1397         1.65782         1.58919     0.000839196
            1398         1.65824         1.58924     0.000840048
            1399         1.65866         1.58929     0.000840912
            1400         1.65908         1.58934     0.000841787
            1401         1.65949         1.58939     0.000842675
            1402         1.65991         1.58944     0.000843574
            1403         1.66032         1.58949     0.000844484
            1404         1.66073         1.58954     0.000845406
            1405         1.66115         1.58959     0.000846339
            1406         1.66156         1.58964     0.000847284
            1407         1.66196         1.58969     0.000848239
            1408         1.66237         1.58974     0.000849206
            1409         1.66278         1.58979     0.000850184
            1410         1.66318         1.58985     0.000851173
            1411         1.66359          1.5899     0.000852172
            1412         1.66399         1.58995     0.000853183
            1413         1.66439            1.59     0.000854204
            1414         1.66479         1.59006     0.000855236
            1415         1.66519         1.59011     0.000856278
            1416         1.66559         1.59016     0.000857331
            1417         1.66599         1.59022     0.000858395
            1418         1.66639         1.59027     0.000859468
            1419         1.66679         1.59032     0.000860553
            1420         1.66718         1.59038     0.000861647
            1421         1.66758         1.59043     0.000862752
