#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
             749       0.8901444        1.001731     0.007538696
             750       0.8910731        1.001584     0.007530088
             751       0.8919926        1.001438     0.007521475
             752       0.8929132        1.001294     0.007512858
             753       0.8938209        1.001151     0.007504236
             754       0.8947261         1.00101     0.007495611
             755       0.8956255         1.00087     0.007486982
             756       0.8965117        1.000732     0.007478351
             757        0.897384        1.000595     0.007469719
             758       0.8982482         1.00046     0.007461084
             759       0.8991037        1.000327     0.007452449
             760       0.8999522        1.000195     0.007443813
             761       0.9007841        1.000064     0.007435178
             762       0.9016053        0.999935     0.007426543
             763       0.9024106       0.9998072      0.00741791
             764        0.903202       0.9996807     0.007409278
             765       0.9039789       0.9995556     0.007400649
             766       0.9047452       0.9994319     0.007392022
             767       0.9054916       0.9993094     0.007383399
             768       0.9062154       0.9991882      0.00737478
             769       0.9069338       0.9990682     0.007366166
             770       0.9076311       0.9989495     0.007357557
             771       0.9083157       0.9988319     0.007348953
             772       0.9089782       0.9987155     0.007340355
             773       0.9096247       0.9986003     0.007331764
             774       0.9102501       0.9984861      0.00732318
             775       0.9108588        0.998373     0.007314603
             776       0.9114478        0.998261     0.007306035
             777       0.9120188         0.99815     0.007297475
             778       0.9125626         0.99804     0.007288925
             779       0.9130876        0.997931     0.007280384
             780       0.9135909       0.9978228     0.007271853
             781       0.9140718       0.9977156     0.007263332
             782       0.9145235       0.9976092     0.007254823
             783        0.914954       0.9975037     0.007246326
             784       0.9153628       0.9973989      0.00723784
             785       0.9157491       0.9972949     0.007229368
             786       0.9161081       0.9971916     0.007220908
             787       0.9164414        0.997089     0.007212461
             788       0.9167503        0.996987     0.007204029
             789        0.917032       0.9968857     0.007195611
             790       0.9172862       0.9967849     0.007187208
             791       0.9175098       0.9966847     0.007178821
             792       0.9177154        0.996585     0.007170449
             793       0.9178825       0.9964858     0.007162094
             794       0.9180192       0.9963869     0.007153755
             795       0.9181268       0.9962885     0.007145434
             796       0.9182026       0.9961904     0.007137131
             797       0.9182375       0.9960926     0.007128846
             798       0.9182469        0.995995      0.00712058
             799       0.9182231       0.9958977     0.007112333
             800       0.9181613       0.9958005     0.007104107
             801       0.9180701       0.9957035       0.0070959
             802       0.9179448       0.9956065     0.007087715
             803        0.917787       0.9955096     0.007079551
             804       0.9175882       0.9954127     0.007071409
             805       0.9173575       0.9953157     0.007063289
             806       0.9170968       0.9952187     0.007055192
             807       0.9167995       0.9951215     0.007047119
             808       0.9164705       0.9950242      0.00703907
             809       0.9160991       0.9949266     0.007031045
             810       0.9156972       0.9948288     0.007023045
             811       0.9152702       0.9947307      0.00701507
             812       0.9148099       0.9946323     0.007007121
             813       0.9143192       0.9945335     0.006999199
             814       0.9138016       0.9944343     0.006991303
             815       0.9132606       0.9943347     0.006983434
             816       0.9126865       0.9942347     0.006975593
             817       0.9120854       0.9941341     0.006967779
             818       0.9114679       0.9940331     0.006959994
             819       0.9108226       0.9939315     0.006952237
             820       0.9101602       0.9938293      0.00694451
             821       0.9094829       0.9937266     0.006936811
             822       0.9087906       0.9936232     0.006929142
             823       0.9080837       0.9935193     0.006921502
             824       0.9073668       0.9934147     0.006913891
             825       0.9066404       0.9933096     0.006906311
             826       0.9059114       0.9932037      0.00689876
             827       0.9051784       0.9930973     0.006891239
             828       0.9044371       0.9929902     0.006883749
             829       0.9037102       0.9928825     0.006876287
             830        0.902985       0.9927742     0.006868856
             831       0.9022728       0.9926653     0.006861453
             832       0.9015695       0.9925558      0.00685408
             833       0.9008843       0.9924458     0.006846735
             834       0.9002149       0.9923352     0.006839418
             835       0.8995637       0.9922241      0.00683213
             836       0.8989283       0.9921125     0.006824869
             837        0.898313       0.9920004     0.006817635
             838       0.8977289       0.9918879     0.006810427
             839       0.8971666        0.991775     0.006803246
             840       0.8966337       0.9916618     0.006796089
             841       0.8961292       0.9915482     0.006788958
             842       0.8956564       0.9914343      0.00678185
             843       0.8952072       0.9913201     0.006774766
             844       0.8947933       0.9912058     0.006767704
             845       0.8944104       0.9910912     0.006760664
             846       0.8940625       0.9909765     0.006753646
             847       0.8937408       0.9908617     0.006746648
             848       0.8934468       0.9907468      0.00673967
             849       0.8931842       0.9906319     0.006732711
             850       0.8929495        0.990517     0.006725771
             851       0.8927438       0.9904021     0.006718849
             852       0.8925633       0.9902873     0.006711944
             853       0.8923978       0.9901725     0.006705056
             854        0.892259       0.9900579     0.006698185
             855       0.8921381       0.9899433      0.00669133
             856       0.8920398        0.989829      0.00668449
             857       0.8919578       0.9897148     0.006677666
             858       0.8918893       0.9896008     0.006670857
             859       0.8918319       0.9894869     0.006664062
             860       0.8917814       0.9893733     0.006657281
             861       0.8917379       0.9892599     0.006650515
             862        0.891701       0.9891468     0.006643762
             863       0.8916659       0.9890338     0.006637024
             864       0.8916304       0.9889211       0.0066303
             865       0.8915924       0.9888085     0.006623589
             866       0.8915477       0.9886962     0.006616893
             867       0.8915011       0.9885841     0.006610211
             868       0.8914394       0.9884722     0.006603543
             869       0.8913742       0.9883605     0.006596889
             870       0.8912882       0.9882489      0.00659025
             871       0.8912004       0.9881375     0.006583625
             872       0.8910939       0.9880262     0.006577016
             873       0.8909694        0.987915     0.006570422
             874       0.8908235       0.9878039     0.006563843
             875       0.8906647       0.9876929      0.00655728
             876       0.8904941       0.9875819     0.006550733
             877       0.8902999        0.987471     0.006544203
             878        0.890086       0.9873601     0.006537689
             879       0.8898614       0.9872492     0.006531193
             880        0.889611       0.9871382     0.006524713
             881       0.8893391       0.9870272     0.006518251
             882       0.8890452       0.9869161     0.006511808
             883       0.8887341       0.9868049     0.006505382
             884       0.8884063       0.9866936     0.006498975
             885       0.8880581       0.9865822     0.006492588
             886       0.8876924       0.9864706     0.006486219
             887       0.8873071       0.9863588      0.00647987
             888         0.88691       0.9862468      0.00647354
             889       0.8864952       0.9861346     0.006467231
             890       0.8860681       0.9860221     0.006460942
             891       0.8856274       0.9859095     0.006454673
             892       0.8851765       0.9857965     0.006448424
             893       0.8847099       0.9856833     0.006442197
             894       0.8842377       0.9855699      0.00643599
             895       0.8837497       0.9854561     0.006429804
             896        0.883254        0.985342      0.00642364
             897       0.8827558       0.9852277     0.006417497
             898        0.882254        0.985113     0.006411375
             899       0.8817478        0.984998     0.006405274
             900       0.8812338       0.9848827     0.006399194
             901       0.8807176       0.9847671     0.006393136
             902       0.8802022       0.9846512       0.0063871
             903       0.8796866       0.9845349     0.006381084
             904       0.8791761       0.9844184      0.00637509
             905        0.878658       0.9843015     0.006369116
             906       0.8781467       0.9841844     0.006363164
             907       0.8776408       0.9840669     0.006357233
             908       0.8771343       0.9839491     0.006351322
             909       0.8766323       0.9838311     0.006345432
             910       0.8761329       0.9837127     0.006339563
             911       0.8756437       0.9835941     0.006333713
             912       0.8751607       0.9834752     0.006327884
             913       0.8746842        0.983356     0.006322075
             914       0.8742126       0.9832366     0.006316286
             915       0.8737506        0.983117     0.006310516
             916        0.873294       0.9829971     0.006304766
             917       0.8728408       0.9828769     0.006299035
             918       0.8723979       0.9827566     0.006293323
             919       0.8719679        0.982636     0.006287629
             920       0.8715447       0.9825153     0.006281954
             921       0.8711328       0.9823944     0.006276297
             922       0.8707299       0.9822732     0.006270659
             923       0.8703339        0.982152     0.006265037
             924       0.8699473       0.9820305     0.006259434
             925       0.8695706        0.981909     0.006253847
             926       0.8692014       0.9817872     0.006248278
             927       0.8688491       0.9816654     0.006242726
             928       0.8685074       0.9815435     0.006237189
             929       0.8681743       0.9814214     0.006231669
             930       0.8678522       0.9812993     0.006226165
             931       0.8675368       0.9811771     0.006220676
             932       0.8672374       0.9810549     0.006215203
             933       0.8669478       0.9809326     0.006209744
             934       0.8666665       0.9808102     0.006204301
             935       0.8664007       0.9806879     0.006198872
             936        0.866151       0.9805655     0.006193457
             937       0.8659156       0.9804431     0.006188055
             938       0.8656926       0.9803208     0.006182667
             939       0.8654851       0.9801985     0.006177293
             940       0.8653003       0.9800763      0.00617193
             941       0.8651342       0.9799541      0.00616658
             942       0.8649741       0.9798321     0.006161242
             943       0.8648363       0.9797101     0.006155915
             944        0.864717       0.9795883     0.006150599
             945       0.8646145       0.9794666     0.006145293
             946       0.8645402       0.9793452     0.006139998
             947       0.8644813       0.9792239     0.006134712
             948       0.8644405       0.9791028     0.006129436
             949       0.8644223       0.9789819     0.006124168
             950       0.8644225       0.9788614     0.006118909
             951       0.8644501        0.978741     0.006113657
             952       0.8644915        0.978621     0.006108413
             953       0.8645557       0.9785013     0.006103176
             954       0.8646382        0.978382     0.006097945
             955       0.8647364        0.978263     0.006092721
             956       0.8648632       0.9781444     0.006087502
             957       0.8650071       0.9780262     0.006082289
             958       0.8651695       0.9779084     0.006077081
             959        0.865345        0.977791     0.006071878
             960       0.8655371        0.977674     0.006066678
             961       0.8657473       0.9775576     0.006061483
             962       0.8659698       0.9774416     0.006056292
             963       0.8662081       0.9773261     0.006051105
             964       0.8664605       0.9772111      0.00604592
             965       0.8667212       0.9770966     0.006040739
             966       0.8669907       0.9769826     0.006035561
             967       0.8672677       0.9768691     0.006030386
             968       0.8675483       0.9767562     0.006025214
             969       0.8678394       0.9766438     0.006020044
             970        0.868126       0.9765319     0.006014877
             971       0.8684177       0.9764206     0.006009713
             972       0.8687082       0.9763098     0.006004552
             973       0.8689955       0.9761995     0.005999394
             974       0.8692755       0.9760897     0.005994238
             975       0.8695464       0.9759804     0.005989086
             976       0.8698113       0.9758716     0.005983938
             977       0.8700687       0.9757633     0.005978793
             978       0.8703121       0.9756555     0.005973652
             979       0.8705353       0.9755481     0.005968515
             980       0.8707504       0.9754412     0.005963382
             981       0.8709469       0.9753347     0.005958255
             982       0.8711208       0.9752286     0.005953132
             983       0.8712845       0.9751228     0.005948015
             984       0.8714301       0.9750174     0.005942904
             985       0.8715495       0.9749124     0.005937799
             986       0.8716416       0.9748077       0.0059327
             987       0.8717137       0.9747032     0.005927609
             988       0.8717627        0.974599     0.005922525
             989       0.8717808       0.9744951     0.005917449
             990       0.8717673       0.9743913     0.005912382
             991       0.8717328       0.9742877     0.005907323
             992       0.8716656       0.9741843     0.005902274
             993       0.8715762       0.9740809     0.005897234
             994       0.8714549       0.9739777     0.005892205
             995       0.8713077       0.9738745     0.005887187
             996        0.871121       0.9737713      0.00588218
             997       0.8709059       0.9736681     0.005877185
             998       0.8706577       0.9735649     0.005872202
             999       0.8703825       0.9734616     0.005867232
            1000       0.8700729       0.9733583     0.005862276
            1001       0.8697334       0.9732547     0.005857333
            1002       0.8693637       0.9731511     0.005852405
            1003       0.8689551       0.9730472     0.005847492
            1004       0.8685214       0.9729431     0.005842595
            1005        0.868056       0.9728387     0.005837713
            1006       0.8675548        0.972734     0.005832849
            1007       0.8670268       0.9726291     0.005828001
            1008       0.8664639       0.9725237     0.005823171
            1009       0.8658733        0.972418     0.005818359
            1010       0.8652505       0.9723119     0.005813565
            1011       0.8646007       0.9722054     0.005808791
            1012       0.8639154       0.9720984     0.005804037
            1013        0.863209       0.9719909     0.005799302
            1014       0.8624733       0.9718829     0.005794589
            1015       0.8617158       0.9717744     0.005789896
            1016       0.8609332       0.9716653     0.005785225
            1017       0.8601175       0.9715556     0.005780576
            1018       0.8592834       0.9714453      0.00577595
            1019       0.8584319       0.9713344     0.005771347
            1020       0.8575597       0.9712228     0.005766766
            1021       0.8566658       0.9711106     0.005762209
            1022       0.8557541       0.9709978     0.005757677
            1023       0.8548238       0.9708842     0.005753168
            1024       0.8538829       0.9707699     0.005748684
            1025       0.8529241        0.970655     0.005744226
            1026       0.8519557       0.9705393     0.005739792
            1027       0.8509795       0.9704229     0.005735383
            1028       0.8499949       0.9703057        0.005731
            1029       0.8490033       0.9701878     0.005726643
            1030       0.8479997       0.9700692     0.005722312
            1031       0.8469926       0.9699498     0.005718007
            1032       0.8459886       0.9698297     0.005713728
            1033       0.8449912       0.9697089     0.005709474
            1034       0.8439929       0.9695873     0.005705247
            1035       0.8429952        0.969465     0.005701046
            1036       0.8419995       0.9693419      0.00569687
            1037       0.8410091       0.9692182     0.005692721
            1038       0.8400254       0.9690937     0.005688597
            1039       0.8390493       0.9689686     0.005684498
            1040       0.8380822       0.9688427     0.005680425
            1041       0.8371206       0.9687162     0.005676378
            1042       0.8361724        0.968589     0.005672355
            1043       0.8352384       0.9684611     0.005668358
            1044       0.8343147       0.9683326     0.005664384
            1045       0.8334023       0.9682035     0.005660435
            1046       0.8325084       0.9680738      0.00565651
            1047       0.8316311       0.9679435     0.005652609
            1048       0.8307661       0.9678126      0.00564873
            1049       0.8299181       0.9676811     0.005644875
            1050       0.8290805       0.9675491     0.005641042
            1051       0.8282619       0.9674166     0.005637231
            1052       0.8274578       0.9672835     0.005633442
            1053       0.8266681         0.96715     0.005629675
            1054       0.8258903        0.967016     0.005625928
            1055       0.8251286       0.9668815     0.005622203
            1056       0.8243805       0.9667465     0.005618498
            1057       0.8236456       0.9666112     0.005614814
            1058       0.8229195       0.9664753     0.005611149
            1059       0.8222085       0.9663391     0.005607504
            1060       0.8215076       0.9662025     0.005603878
            1061       0.8208187       0.9660655     0.005600272
            1062       0.8201463       0.9659281     0.005596683
            1063       0.8194859       0.9657903     0.005593114
            1064       0.8188369       0.9656522     0.005589562
            1065       0.8181971       0.9655137     0.005586028
            1066       0.8175689       0.9653749     0.005582512
            1067       0.8169523       0.9652358     0.005579013
            1068        0.816345       0.9650964      0.00557553
            1069       0.8157492       0.9649567     0.005572065
            1070       0.8151678       0.9648167     0.005568615
            1071       0.8145988       0.9646765     0.005565182
            1072        0.814038       0.9645359     0.005561765
            1073        0.813495       0.9643952     0.005558362
            1074       0.8129701       0.9642542     0.005554975
            1075       0.8124573        0.964113     0.005551602
            1076       0.8119552       0.9639716     0.005548243
            1077       0.8114669         0.96383     0.005544898
            1078       0.8110044       0.9636882     0.005541566
            1079       0.8105577       0.9635463     0.005538248
            1080       0.8101278       0.9634042     0.005534941
            1081       0.8097202       0.9632621     0.005531646
            1082       0.8093336       0.9631198     0.005528363
            1083       0.8089624       0.9629775     0.005525091
            1084       0.8086166       0.9628351     0.005521828
            1085       0.8082993       0.9626926     0.005518576
            1086       0.8080074       0.9625502     0.005515332
            1087       0.8077418       0.9624078     0.005512097
            1088       0.8075037       0.9622654     0.005508869
            1089       0.8072921       0.9621231     0.005505648
            1090       0.8071034       0.9619809     0.005502433
            1091       0.8069526       0.9618388     0.005499224
            1092       0.8068298       0.9616968      0.00549602
            1093       0.8067444       0.9615551      0.00549282
            1094       0.8066947       0.9614135     0.005489623
            1095       0.8066815       0.9612722     0.005486428
            1096       0.8067013       0.9611312     0.005483234
            1097       0.8067572       0.9609904     0.005480041
            1098       0.8068474       0.9608501     0.005476848
            1099       0.8069724         0.96071     0.005473654
            1100       0.8071351       0.9605704     0.005470458
            1101       0.8073359       0.9604312      0.00546726
            1102        0.807577       0.9602925     0.005464058
            1103       0.8078565       0.9601543     0.005460852
            1104       0.8081746       0.9600167      0.00545764
            1105       0.8085313       0.9598796     0.005454423
            1106       0.8089264       0.9597431     0.005451198
            1107       0.8093602       0.9596072     0.005447966
            1108        0.809828       0.9594721     0.005444726
            1109       0.8103382       0.9593376     0.005441477
            1110       0.8108885       0.9592039     0.005438218
            1111       0.8114693       0.9590709     0.005434949
            1112       0.8120915       0.9589387     0.005431668
            1113       0.8127501       0.9588074     0.005428376
            1114       0.8134421       0.9586769     0.005425071
            1115       0.8141714       0.9585473     0.005421753
            1116       0.8149396       0.9584186     0.005418422
            1117       0.8157397       0.9582909     0.005415077
            1118       0.8165751       0.9581641     0.005411717
            1119       0.8174338       0.9580383     0.005408341
            1120       0.8183258       0.9579136     0.005404951
            1121       0.8192546       0.9577899     0.005401545
            1122       0.8202082       0.9576673     0.005398122
            1123       0.8211967       0.9575458     0.005394683
            1124       0.8222062       0.9574253     0.005391227
            1125       0.8232443       0.9573061     0.005387754
            1126       0.8243053        0.957188     0.005384264
            1127       0.8253881        0.957071     0.005380756
            1128        0.826494       0.9569552     0.005377231
            1129       0.8276196       0.9568407     0.005373688
            1130       0.8287709       0.9567274     0.005370128
            1131       0.8299421       0.9566153      0.00536655
            1132        0.831132       0.9565044     0.005362954
            1133       0.8323438       0.9563948      0.00535934
            1134       0.8335656       0.9562865     0.005355708
            1135       0.8348054       0.9561795     0.005352059
            1136       0.8360596       0.9560737     0.005348392
            1137       0.8373272       0.9559693     0.005344708
            1138       0.8386025       0.9558662     0.005341006
            1139       0.8398893       0.9557643     0.005337287
            1140       0.8411866       0.9556638     0.005333552
            1141       0.8424961       0.9555646     0.005329799
            1142       0.8438144       0.9554668      0.00532603
            1143       0.8451449       0.9553703     0.005322245
            1144       0.8464825       0.9552751     0.005318444
            1145        0.847822       0.9551812     0.005314627
            1146       0.8491713       0.9550887     0.005310794
            1147        0.850521       0.9549976     0.005306947
            1148       0.8518723       0.9549077     0.005303084
            1149       0.8532316       0.9548192     0.005299207
            1150       0.8545915       0.9547321     0.005295316
            1151       0.8559558       0.9546463      0.00529141
            1152       0.8573197       0.9545618     0.005287492
            1153       0.8586874       0.9544786      0.00528356
            1154       0.8600518       0.9543968     0.005279615
            1155       0.8614217       0.9543163     0.005275657
            1156       0.8627923       0.9542371     0.005271687
            1157       0.8641654       0.9541593     0.005267706
            1158        0.865536       0.9540828     0.005263713
            1159       0.8669041       0.9540075     0.005259709
            1160       0.8682717       0.9539336     0.005255694
            1161       0.8696369        0.953861     0.005251668
            1162       0.8710064       0.9537897     0.005247633
            1163       0.8723756       0.9537197     0.005243588
            1164       0.8737447        0.953651     0.005239533
            1165       0.8751067       0.9535836     0.005235469
            1166       0.8764753       0.9535175     0.005231397
            1167       0.8778419       0.9534526     0.005227316
            1168       0.8792063        0.953389     0.005223227
            1169       0.8805775       0.9533268      0.00521913
            1170       0.8819448       0.9532658     0.005215026
            1171       0.8833148        0.953206     0.005210915
            1172       0.8846852       0.9531476     0.005206796
            1173        0.886054       0.9530904     0.005202672
            1174       0.8874188       0.9530344     0.005198541
            1175       0.8887929       0.9529797     0.005194404
            1176       0.8901608       0.9529263     0.005190262
            1177        0.891536       0.9528742     0.005186114
            1178       0.8929113       0.9528233     0.005181961
            1179       0.8942798       0.9527736     0.005177804
            1180       0.8956501       0.9527252     0.005173642
            1181       0.8970178        0.952678     0.005169477
            1182       0.8983914       0.9526321     0.005165307
            1183       0.8997616       0.9525874     0.005161134
            1184       0.9011321       0.9525439     0.005156958
            1185       0.9024979       0.9525017     0.005152779
            1186       0.9038556       0.9524607     0.005148598
            1187       0.9052163       0.9524209     0.005144414
            1188       0.9065708       0.9523823     0.005140229
            1189       0.9079155       0.9523449     0.005136041
            1190       0.9092604       0.9523087     0.005131853
            1191       0.9105977       0.9522737     0.005127664
            1192       0.9119286       0.9522398     0.005123474
            1193       0.9132388       0.9522071     0.005119283
            1194       0.9145453       0.9521756     0.005115093
            1195       0.9158424       0.9521452     0.005110903
            1196       0.9171265       0.9521159     0.005106714
            1197       0.9183962       0.9520877     0.005102525
            1198        0.919648       0.9520607     0.005098338
            1199       0.9208786       0.9520347     0.005094152
            1200        0.922098       0.9520097     0.005089968
            1201       0.9233005       0.9519858     0.005085786
            1202       0.9244742       0.9519629     0.005081606
            1203       0.9256295        0.951941     0.005077429
            1204       0.9267648       0.9519201     0.005073255
            1205       0.9278813       0.9519002     0.005069084
            1206       0.9289693       0.9518812     0.005064917
            1207       0.9300297       0.9518631     0.005060753
            1208       0.9310636       0.9518458     0.005056593
            1209       0.9320703       0.9518295     0.005052437
            1210       0.9330489        0.951814     0.005048285
            1211       0.9340008       0.9517992     0.005044138
            1212       0.9349209       0.9517853     0.005039995
            1213       0.9358134       0.9517722     0.005035857
            1214       0.9366755       0.9517597     0.005031724
            1215       0.9375069        0.951748     0.005027597
            1216       0.9383047       0.9517369     0.005023474
            1217       0.9390733       0.9517265     0.005019357
            1218       0.9398121       0.9517167     0.005015246
            1219       0.9405144       0.9517076      0.00501114
            1220       0.9411896       0.9516989      0.00500704
            1221       0.9418308       0.9516908     0.005002946
            1222        0.942447       0.9516833     0.004998857
            1223       0.9430255       0.9516762     0.004994775
            1224       0.9435777       0.9516696     0.004990699
            1225       0.9440998       0.9516634     0.004986629
            1226       0.9445902       0.9516576     0.004982565
            1227       0.9450493       0.9516523     0.004978507
            1228       0.9454799       0.9516472     0.004974455
            1229       0.9458847       0.9516425      0.00497041
            1230       0.9462602       0.9516382     0.004966371
            1231       0.9466096       0.9516341     0.004962338
            1232       0.9469335       0.9516303     0.004958311
            1233       0.9472332       0.9516267     0.004954291
            1234       0.9475098       0.9516234     0.004950278
            1235       0.9477553       0.9516202      0.00494627
            1236       0.9479866       0.9516173     0.004942269
            1237       0.9482002       0.9516145     0.004938275
            1238       0.9483975       0.9516119     0.004934287
            1239        0.948573       0.9516095     0.004930305
            1240       0.9487319       0.9516072     0.004926329
            1241       0.9488753        0.951605      0.00492236
            1242       0.9490091       0.9516029     0.004918397
            1243       0.9491227       0.9516009     0.004914441
            1244       0.9492285        0.951599     0.004910491
            1245       0.9493167       0.9515971     0.004906547
            1246        0.949404       0.9515954     0.004902609
            1247       0.9494823       0.9515937     0.004898678
            1248       0.9495522        0.951592     0.004894753
            1249       0.9496143       0.9515905     0.004890834
            1250       0.9496607       0.9515889     0.004886922
            1251        0.949708       0.9515874     0.004883016
            1252       0.9497547       0.9515859     0.004879116
            1253       0.9497921       0.9515845     0.004875222
            1254       0.9498278       0.9515831     0.004871335
            1255       0.9498578       0.9515817     0.004867453
            1256       0.9498851       0.9515804     0.004863578
            1257       0.9499123       0.9515791     0.004859709
            1258       0.9499325       0.9515777     0.004855846
            1259       0.9499548       0.9515765     0.004851989
            1260       0.9499726       0.9515752     0.004848139
            1261       0.9499865       0.9515739     0.004844294
            1262       0.9500009       0.9515727     0.004840456
            1263       0.9500091       0.9515714     0.004836624
            1264        0.950018       0.9515702     0.004832797
            1265       0.9500274        0.951569     0.004828977
            1266       0.9500346       0.9515678     0.004825163
            1267        0.950039       0.9515666     0.004821355
            1268       0.9500427       0.9515654     0.004817552
            1269       0.9500411       0.9515642     0.004813756
            1270       0.9500366        0.951563     0.004809966
            1271       0.9500242       0.9515618     0.004806182
            1272       0.9500148       0.9515605     0.004802404
            1273       0.9499986       0.9515593     0.004798631
            1274       0.9499712       0.9515581     0.004794865
            1275         0.94995       0.9515568     0.004791104
            1276       0.9499169       0.9515555      0.00478735
            1277       0.9498849       0.9515542     0.004783601
            1278       0.9498447       0.9515529     0.004779858
            1279       0.9497985       0.9515515     0.004776121
            1280       0.9497437       0.9515501      0.00477239
            1281       0.9496845       0.9515486     0.004768665
            1282       0.9496185       0.9515471     0.004764945
            1283       0.9495476       0.9515456     0.004761232
            1284       0.9494656        0.951544     0.004757524
            1285       0.9493702       0.9515423     0.004753822
            1286         0.94927       0.9515405     0.004750125
            1287       0.9491653       0.9515386     0.004746435
            1288       0.9490589       0.9515367      0.00474275
            1289       0.9489442       0.9515347     0.004739071
            1290       0.9488233       0.9515326     0.004735398
            1291       0.9486962       0.9515304      0.00473173
            1292       0.9485614       0.9515281     0.004728069
            1293       0.9484236       0.9515257     0.004724413
            1294       0.9482813       0.9515232     0.004720762
            1295        0.948135       0.9515206     0.004717118
            1296       0.9479851       0.9515179     0.004713479
            1297        0.947832        0.951515     0.004709845
            1298       0.9476743       0.9515121     0.004706218
            1299       0.9475153        0.951509     0.004702596
            1300         0.94736       0.9515058      0.00469898
            1301       0.9472028       0.9515025     0.004695369
            1302       0.9470439       0.9514991     0.004691764
            1303       0.9468903       0.9514955     0.004688164
            1304       0.9467342       0.9514919     0.004684571
            1305       0.9465827       0.9514881     0.004680982
            1306       0.9464342       0.9514842       0.0046774
            1307       0.9462897       0.9514803     0.004673823
            1308        0.946156       0.9514762     0.004670251
            1309        0.946023        0.951472     0.004666685
            1310       0.9458958       0.9514678     0.004663125
            1311       0.9457768       0.9514634      0.00465957
            1312       0.9456687        0.951459     0.004656021
            1313       0.9455562       0.9514545     0.004652477
            1314       0.9454529         0.95145     0.004648938
            1315       0.9453586       0.9514453     0.004645405
            1316       0.9452647       0.9514406     0.004641878
            1317       0.9451825       0.9514359     0.004638356
            1318       0.9451077       0.9514311     0.004634839
            1319       0.9450466       0.9514262     0.004631327
            1320       0.9449837       0.9514214     0.004627821
            1321       0.9449319       0.9514164     0.004624321
            1322       0.9448839       0.9514115     0.004620825
            1323       0.9448462       0.9514065     0.004617335
            1324       0.9448053       0.9514015     0.004613851
            1325       0.9447742       0.9513965     0.004610371
            1326       0.9447429       0.9513915     0.004606897
            1327       0.9447176       0.9513865     0.004603428
            1328       0.9446975       0.9513815     0.004599964
            1329       0.9446797       0.9513764     0.004596506
            1330       0.9446613       0.9513714     0.004593053
            1331       0.9446484       0.9513663     0.004589605
            1332       0.9446331       0.9513613     0.004586162
            1333       0.9446149       0.9513562     0.004582724
            1334       0.9446019       0.9513511     0.004579292
            1335       0.9445824       0.9513461     0.004575864
            1336       0.9445645        0.951341     0.004572442
            1337        0.944539       0.9513359     0.004569025
            1338       0.9445101       0.9513308     0.004565613
            1339        0.944481       0.9513257     0.004562206
            1340       0.9444402       0.9513206     0.004558804
            1341       0.9443961       0.9513154     0.004555408
            1342       0.9443414       0.9513102     0.004552016
            1343       0.9442848        0.951305      0.00454863
            1344       0.9442305       0.9512997     0.004545248
            1345       0.9441607       0.9512944     0.004541872
            1346       0.9440842        0.951289     0.004538501
            1347       0.9440027       0.9512836     0.004535135
            1348       0.9439118       0.9512782     0.004531774
            1349       0.9438142       0.9512726     0.004528418
            1350        0.943712        0.951267     0.004525067
            1351       0.9436009       0.9512613     0.004521721
            1352       0.9434856       0.9512556      0.00451838
            1353       0.9433643       0.9512498     0.004515044
            1354       0.9432331       0.9512438     0.004511714
            1355       0.9430968       0.9512378     0.004508388
            1356       0.9429625       0.9512317     0.004505067
            1357       0.9428172       0.9512255     0.004501752
            1358       0.9426666       0.9512192     0.004498441
            1359       0.9425157       0.9512128     0.004495136
            1360       0.9423648       0.9512063     0.004491835
            1361       0.9422127       0.9511997      0.00448854
            1362       0.9420623        0.951193     0.004485249
            1363       0.9419099       0.9511862     0.004481964
            1364       0.9417545       0.9511793     0.004478683
            1365       0.9416037       0.9511723     0.004475407
            1366       0.9414563       0.9511651     0.004472137
            1367       0.9413197       0.9511579     0.004468871
            1368       0.9411771       0.9511506      0.00446561
            1369       0.9410495       0.9511433     0.004462354
            1370       0.9409272       0.9511358     0.004459103
            1371       0.9408134       0.9511283     0.004455857
            1372       0.9407129       0.9511207     0.004452616
            1373       0.9406178        0.951113      0.00444938
            1374       0.9405358       0.9511053     0.004446148
            1375       0.9404635       0.9510976     0.004442921
            1376       0.9404041       0.9510898     0.004439699
            1377       0.9403559        0.951082     0.004436482
            1378       0.9403244       0.9510742     0.004433269
            1379       0.9403058       0.9510664     0.004430061
            1380       0.9403034       0.9510586     0.004426858
            1381       0.9403153       0.9510508     0.004423659
            1382        0.940354       0.9510431     0.004420465
            1383       0.9404068       0.9510354     0.004417275
            1384       0.9404801       0.9510278      0.00441409
            1385       0.9405703       0.9510202      0.00441091
            1386        0.940682       0.9510128     0.004407734
            1387       0.9408089       0.9510054     0.004404562
            1388        0.940958       0.9509982     0.004401394
            1389       0.9411298       0.9509911     0.004398231
            1390       0.9413244       0.9509841     0.004395073
            1391       0.9415376       0.9509773     0.004391918
            1392       0.9417695       0.9509707     0.004388768
            1393       0.9420228       0.9509643     0.004385622
            1394        0.942295       0.9509581     0.004382481
            1395       0.9425921       0.9509521     0.004379343
            1396       0.9429074       0.9509463      0.00437621
            1397       0.9432447       0.9509408     0.004373081
            1398       0.9435993       0.9509355     0.004369956
            1399       0.9439734       0.9509306     0.004366835
            1400       0.9443638       0.9509259     0.004363718
