#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
               1             0.2             0.2               0
               2            0.16            0.18       0.0141421
               3            0.24             0.2       0.0188562
               4             0.2             0.2       0.0141421
               5           -0.04           0.152       0.0443982
               6            0.16        0.153333       0.0370185
               7               0        0.131429       0.0376573
               8            0.16           0.135       0.0331191
               9            0.12        0.133333       0.0294811
              10            0.24           0.144       0.0283972
              11            0.48        0.174545       0.0389185
              12            0.48             0.2       0.0432049
              13            0.48        0.221538       0.0449305
              14            0.08        0.211429       0.0428435
              15            0.12        0.205333       0.0404186
              16            0.04           0.195        0.039191
              17            0.04        0.185882       0.0379315
              18             0.4        0.197778       0.0376432
              19            0.24             0.2       0.0357275
              20             0.4            0.21       0.0353129
              21            0.24        0.211429       0.0336602
              22            0.44        0.221818       0.0336955
              23            0.28        0.224348       0.0323253
              24            0.32        0.228333       0.0312231
              25            0.28          0.2304       0.0300425
              26             0.2        0.229231       0.0289098
              27             0.2        0.228148       0.0278593
              28            0.36        0.232857       0.0272594
              29            0.28        0.234483       0.0263679
              30               0        0.226667       0.0266222
              31             0.2        0.225806       0.0257773
              32             0.2           0.225       0.0249844
              33            0.16         0.22303       0.0243048
              34            0.28        0.224706       0.0236476
              35            0.16        0.222857       0.0230441
              36            0.16        0.221111       0.0224701
              37            0.04        0.216216       0.0223896
              38            0.04        0.211579       0.0222754
              39            0.12        0.209231       0.0218277
              40           -0.04           0.203       0.0221534
              41           -0.08        0.196098       0.0226629
              42           -0.08        0.189524        0.023057
              43            0.04        0.186047       0.0227815
              44            0.28        0.188182       0.0223636
              45            0.16        0.187556       0.0218754
              46            0.04        0.184348       0.0216338
              47            0.08        0.182128       0.0212871
              48            0.04        0.179167       0.0210485
              49           -0.04        0.174694       0.0210889
              50           -0.08          0.1696       0.0212734
              51           -0.08        0.164706       0.0214118
              52           -0.04        0.160769       0.0213589
              53            0.04        0.158491       0.0210771
              54            0.16        0.158519       0.0206868
              55            0.24            0.16       0.0203636
              56            0.12        0.159286       0.0200125
              57            0.28        0.161404       0.0197732
              58            0.32        0.164138       0.0196204
              59            0.36        0.167458       0.0195667
              60            0.36        0.170667       0.0195019
              61             0.4        0.174426       0.0195413
              62            0.32        0.176774       0.0193666
              63            0.24        0.177778       0.0190852
              64            0.08         0.17625       0.0188481
              65            0.04        0.174154       0.0186743
              66           -0.16        0.169091       0.0190653
              67           -0.08        0.165373       0.0191398
              68            0.16        0.165294       0.0188585
              69            0.16        0.165217       0.0185853
              70             0.2        0.165714       0.0183265
              71            0.32        0.167887       0.0181967
              72            0.24        0.168889       0.0179716
              73            0.24        0.169863       0.0177517
              74            0.12        0.169189       0.0175246
              75               0        0.166933       0.0174356
              76            0.04        0.165263        0.017286
              77             0.2        0.165714       0.0170674
              78            0.04        0.164103       0.0169245
              79            0.04        0.162532        0.016783
              80               0          0.1605       0.0166957
              81           -0.08        0.157531       0.0167515
              82            0.32        0.159512        0.016664
              83            0.64        0.165301       0.0174398
              84             0.4        0.168095       0.0174546
              85             0.4        0.170824       0.0174611
              86            0.48        0.174419       0.0176243
              87            0.36        0.176552       0.0175504
              88            0.28        0.177727       0.0173902
              89               0         0.17573       0.0173091
              90           -0.08        0.172889       0.0173485
              91           -0.12         0.16967       0.0174538
              92           -0.12        0.166522       0.0175458
              93           -0.24        0.162151       0.0178934
              94           -0.04            0.16       0.0178318
              95            0.12        0.159579        0.017649
              96             0.2            0.16       0.0174702
              97           -0.04        0.157938       0.0174114
              98           -0.16        0.154694       0.0175333
              99            0.04        0.153535       0.0173945
             100            -0.2            0.15       0.0175761
             101           -0.08        0.147723        0.017549
             102           -0.08         0.14549       0.0175184
             103           -0.04        0.143689       0.0174406
             104           -0.04        0.141923       0.0173621
             105           -0.28        0.137905       0.0176557
