#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.76348    -0.76348           0
           2   -0.759072   -0.761276  0.00155846
           3      -0.761   -0.761184  0.00104169
           4   -0.763736   -0.761822 0.000956901
           5   -0.762116   -0.761881 0.000767325
           6    -0.76088   -0.761714 0.000657317
           7   -0.763608   -0.761985 0.000616593
           8   -0.759412   -0.761663 0.000617707
           9   -0.759668   -0.761441 0.000587501
          10    -0.76074   -0.761371 0.000532921
          11   -0.762352    -0.76146 0.000491876
          12   -0.764996   -0.761755  0.00053186
          13   -0.762056   -0.761778 0.000491451
          14   -0.763916   -0.761931 0.000479485
          15   -0.760064   -0.761806  0.00046339
          16   -0.762536   -0.761852 0.000436666
          17   -0.760232   -0.761757  0.00042125
          18   -0.762164   -0.761779 0.000398454
          19   -0.761392   -0.761759 0.000378004
          20   -0.759976    -0.76167 0.000369466
