#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
               1            0.92            0.92               0
               2            0.88             0.9       0.0141421
               3            0.88        0.893333       0.0108866
               4            0.88            0.89      0.00866025
               5             0.8           0.872       0.0175271
               6            0.84        0.866667        0.015396
               7             0.8        0.857143       0.0158712
               8            0.76           0.845       0.0179409
               9            0.76        0.835556       0.0182649
              10            0.68            0.82       0.0220907
              11             0.8        0.818182       0.0201572
              12             0.8        0.816667       0.0185343
              13            0.84        0.818462       0.0171952
              14            0.88        0.822857       0.0165193
              15               1        0.834667       0.0191802
              16               1           0.845       0.0205776
              17               1        0.854118       0.0212915
              18               1        0.862222       0.0215961
              19               1        0.869474       0.0216427
              20               1           0.876       0.0215221
              21               1        0.881905       0.0212918
              22               1        0.887273       0.0209898
              23               1        0.892174       0.0206415
              24               1        0.896667       0.0202645
              25               1          0.9008       0.0198709
              26               1        0.904615       0.0194695
              27               1        0.908148       0.0190662
              28               1        0.911429       0.0186654
              29               1        0.914483       0.0182699
              30               1        0.917333       0.0178819
              31               1            0.92       0.0175028
              32               1          0.9225       0.0171334
              33               1        0.924848       0.0167744
              34               1        0.927059        0.016426
              35               1        0.929143       0.0160884
              36               1        0.931111       0.0157614
              37               1        0.932973        0.015445
              38               1        0.934737        0.015139
              39            0.96        0.935385       0.0147646
              40            0.88           0.934       0.0144603
              41            0.92        0.933659       0.0141116
              42            0.84        0.931429       0.0139507
              43            0.96        0.932093       0.0136421
              44               1        0.933636       0.0134191
              45               1        0.935111       0.0132017
              46               1        0.936522       0.0129898
              47               1        0.937872       0.0127834
              48               1        0.939167       0.0125825
              49               1        0.940408       0.0123868
              50               1          0.9416       0.0121963
              51               1        0.942745       0.0120108
              52               1        0.943846       0.0118301
              53               1        0.944906       0.0116543
              54               1        0.945926        0.011483
              55               1        0.946909       0.0113163
              56               1        0.947857       0.0111538
              57               1        0.948772       0.0109956
              58            0.92        0.948276       0.0108172
              59             0.8        0.945763       0.0109219
              60            0.84           0.944       0.0108812
              61            0.88        0.942951       0.0107533
              62            0.84         0.94129       0.0107073
              63            0.84        0.939683       0.0106573
              64               1        0.940625       0.0105324
              65               1        0.941538       0.0104099
              66               1        0.942424       0.0102898
              67               1        0.943284        0.010172
              68               1        0.944118       0.0100566
              69               1        0.944928      0.00994339
              70               1        0.945714      0.00983242
              71               1        0.946479      0.00972361
              72               1        0.947222      0.00961693
              73               1        0.947945      0.00951233
              74               1        0.948649      0.00940976
              75               1        0.949333      0.00930918
              76               1            0.95      0.00921053
              77               1        0.950649      0.00911377
              78               1        0.951282      0.00901886
              79               1        0.951899      0.00892576
              80               1          0.9525      0.00883441
              81               1        0.953086      0.00874479
              82               1        0.953659      0.00865684
              83               1        0.954217      0.00857053
              84               1        0.954762      0.00848581
              85               1        0.955294      0.00840265
              86               1        0.955814      0.00832101
              87               1        0.956322      0.00824085
              88               1        0.956818      0.00816214
              89               1        0.957303      0.00808484
              90               1        0.957778      0.00800891
              91               1        0.958242      0.00793433
              92               1        0.958696      0.00786106
              93               1         0.95914      0.00778907
              94               1        0.959574      0.00771833
              95               1            0.96       0.0076488
              96               1        0.960417      0.00758047
              97               1        0.960825      0.00751329
              98               1        0.961224      0.00744725
              99               1        0.961616      0.00738232
             100               1           0.962      0.00731847
             101               1        0.962376      0.00725567
             102               1        0.962745      0.00719391
             103               1        0.963107      0.00713315
             104               1        0.963462      0.00707338
             105               1         0.96381      0.00701457
             106               1        0.964151       0.0069567
             107               1        0.964486      0.00689975
             108               1        0.964815      0.00684369
             109               1        0.965138      0.00678851
             110               1        0.965455      0.00673419
             111               1        0.965766      0.00668071
