#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
           1    0.079242    0.079242           0
           2    0.086674    0.082958  0.00262761
           3     0.06625   0.0773887  0.00487308
           4    0.093262    0.081357  0.00501681
           5     0.09027   0.0831396  0.00431855
           6    0.090944   0.0844403  0.00378962
           7    0.096796   0.0862054  0.00363615
           8    0.077378    0.085102  0.00334487
           9    0.073434   0.0838056  0.00321466
          10    0.072864   0.0827114  0.00307376
          11     0.08305   0.0827422  0.00279448
          12    0.093912    0.083673  0.00271221
          13    0.099894   0.0849208   0.0027758
          14    0.065686   0.0835469  0.00289766
          15    0.095708   0.0843576  0.00281562
          16    0.067586   0.0833094  0.00282804
          17    0.095644   0.0840349  0.00275319
          18     0.08378   0.0840208  0.00260027
          19    0.089428   0.0843054  0.00247894
          20    0.076426   0.0839114  0.00238609
          21    0.096484   0.0845101  0.00234638
          22     0.09102    0.084806  0.00225831
          23    0.087276   0.0849134  0.00216267
          24    0.092634   0.0852351  0.00209635
          25    0.088816   0.0853783  0.00201738
          26    0.081646   0.0852348  0.00194489
          27     0.09935   0.0857576  0.00194185
          28    0.085054   0.0857324  0.00187266
          29    0.095506   0.0860694  0.00183816
          30    0.087346    0.086112  0.00177738
          31    0.093688   0.0863564  0.00173677
          32    0.083958   0.0862814  0.00168411
          33    0.086608   0.0862913  0.00163311
          34    0.088464   0.0863552  0.00158632
          35     0.09251   0.0865311  0.00155072
          36     0.09508   0.0867686  0.00152571
          37     0.09192   0.0869078  0.00149082
          38     0.07201   0.0865157  0.00150225
          39    0.094326    0.086716  0.00147702
          40    0.084532   0.0866614   0.0014411
          41    0.097976   0.0869374  0.00143213
          42    0.087146   0.0869423  0.00139804
          43      0.0897   0.0870065    0.001367
          44    0.082746   0.0869096  0.00133936
          45    0.070888   0.0865536  0.00135609
          46    0.086212   0.0865462  0.00132663
          47     0.08105   0.0864292  0.00130355
          48    0.074236   0.0861752  0.00130091
          49    0.089562   0.0862443  0.00127619
          50    0.087474   0.0862689  0.00125091
          51     0.07483   0.0860446  0.00124632
          52    0.090084   0.0861223  0.00122478
          53    0.082008   0.0860447  0.00120412
          54       0.083   0.0859883  0.00118314
          55    0.094374   0.0861408  0.00117142
          56    0.080334   0.0860371  0.00115508
          57    0.093052   0.0861601  0.00114135
          58    0.100728   0.0864113  0.00114898
          59    0.098722     0.08662  0.00114829
          60     0.09452   0.0867516  0.00113668
          61     0.09182   0.0868347  0.00112108
          62     0.10436   0.0871174  0.00113807
          63    0.085488   0.0870915   0.0011203
          64    0.099634   0.0872875  0.00111981
          65    0.098572   0.0874611  0.00111596
          66    0.089678   0.0874947  0.00109955
          67    0.090072   0.0875332  0.00108381
          68     0.07919   0.0874105   0.0010748
          69     0.09675   0.0875458  0.00106771
          70    0.067584   0.0872607  0.00108987
          71    0.090626   0.0873081  0.00107555
          72    0.090392   0.0873509  0.00106147
          73    0.064606   0.0870393   0.0010917
          74      0.0953   0.0871509  0.00108264
          75    0.088954    0.087175  0.00106847
          76     0.08484   0.0871443  0.00105485
          77    0.094388   0.0872383  0.00104534
          78    0.100534   0.0874088  0.00104574
          79    0.097124   0.0875318  0.00103971
          80    0.097262   0.0876534   0.0010338
          81      0.0947   0.0877404   0.0010247
          82    0.103118   0.0879279  0.00102922
          83    0.087686    0.087925  0.00101682
          84    0.071076   0.0877244  0.00102431
          85    0.090544   0.0877576  0.00101279
          86    0.113298   0.0880546  0.00104365
          87    0.074828   0.0879026  0.00104267
          88    0.083118   0.0878482  0.00103224
          89    0.098998   0.0879735  0.00102821
          90    0.086012   0.0879517  0.00101702
          91    0.092532    0.088002  0.00100709
          92    0.065778   0.0877604  0.00102471
          93     0.09753   0.0878655  0.00101906
          94     0.08323   0.0878162  0.00100941
          95    0.083764   0.0877735 0.000999684
          96    0.087878   0.0877746 0.000989271
          97     0.10569   0.0879593 0.000996164
          98    0.081858    0.087897 0.000987943
          99    0.076644   0.0877834 0.000984481
         100    0.095048    0.087856 0.000977313
