#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
               1            0.32            0.32               0
               2            0.56            0.44       0.0848528
               3            0.48        0.453333       0.0576066
               4            0.52            0.47       0.0455522
               5            0.64           0.504       0.0474637
               6             0.8        0.553333       0.0599382
               7            0.72        0.577143        0.055905
               8            0.36            0.55       0.0551135
               9             0.4        0.533333       0.0514482
              10             0.2             0.5       0.0560714
              11            0.28            0.48       0.0544241
              12             0.4        0.473333       0.0502954
              13            0.36        0.464615       0.0471761
              14             0.4            0.46       0.0440315
              15            0.56        0.466667       0.0415977
              16            0.44           0.465       0.0390312
              17            0.56        0.470588       0.0371332
              18            0.48        0.471111       0.0350739
              19            0.44        0.469474       0.0332661
              20             0.4           0.466       0.0317836
              21            0.32        0.459048       0.0310212
              22            0.08        0.441818       0.0340614
              23            0.04        0.424348        0.036789
              24            0.08            0.41        0.037951
              25             0.2          0.4016        0.037351
              26            0.32        0.398462        0.036046
              27            0.24        0.392593       0.0351855
              28            0.28        0.388571       0.0341579
              29             0.2        0.382069       0.0335933
              30            0.28        0.378667       0.0326453
              31            0.56        0.384516       0.0321121
              32            0.52         0.38875       0.0313864
              33            0.48        0.391515       0.0305569
              34            0.48        0.394118       0.0297688
              35            0.32           0.392       0.0289935
              36             0.2        0.386667       0.0286744
              37            0.36        0.385946       0.0279085
              38            0.48        0.388421       0.0272836
              39             0.4        0.388718       0.0265856
              40            0.44            0.39       0.0259519
              41            0.16         0.38439       0.0259181
              42             0.4        0.384762       0.0253037
              43            0.28        0.382326       0.0248322
              44            0.12        0.376364       0.0249733
              45            0.24        0.373333       0.0246015
              46            0.12        0.367826       0.0246754
              47            0.12        0.362553       0.0247074
              48            0.04        0.355833       0.0250898
              49            0.04        0.349388       0.0253922
              50            0.04          0.3432       0.0256272
              51            0.24        0.341176       0.0252045
              52            0.44        0.343077       0.0247913
              53            0.32        0.342642       0.0243274
              54            0.64        0.348148       0.0244922
              55             0.4        0.349091        0.024065
              56            0.48        0.351429       0.0237486
              57            0.36        0.351579       0.0233324
              58            0.16        0.348276       0.0231627
              59               0        0.342373       0.0235103
              60           -0.12        0.334667       0.0243487
              61               0         0.32918       0.0245599
              62           -0.08        0.322581       0.0250348
              63           -0.12        0.315556       0.0256041
              64            0.08        0.311875       0.0254672
              65           -0.04        0.306462       0.0256443
              66           -0.04        0.301212       0.0257874
              67           -0.08        0.295522       0.0260227
              68            0.04        0.291765       0.0259099
              69            0.36        0.292754       0.0255532
              70            0.36        0.293714       0.0252062
              71            0.44        0.295775       0.0249353
              72             0.4        0.297222       0.0246309
              73            0.24        0.296438        0.024306
              74            0.16        0.294595       0.0240474
              75             0.2        0.293333       0.0237598
              76            0.12        0.291053       0.0235564
              77            0.12        0.288831       0.0233549
              78            0.12        0.286667       0.0231556
              79           -0.12        0.281519       0.0234277
              80           -0.12          0.2765       0.0236664
