#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.529032   -0.529032           0
           2    -0.52714   -0.528086 0.000668923
           3   -0.528584   -0.528252 0.000466091
           4   -0.529204    -0.52849 0.000405809
           5   -0.530032   -0.528798  0.00042601
           6    -0.52722   -0.528535 0.000428603
           7    -0.52982   -0.528719 0.000404763
           8   -0.527964   -0.528625    0.000365
           9    -0.52752   -0.528502 0.000344459
          10   -0.526952   -0.528347  0.00034311
          11   -0.528328   -0.528345 0.000311922
          12   -0.529592   -0.528449 0.000302742
          13   -0.529144   -0.528502 0.000284135
          14   -0.525704   -0.528303  0.00032667
          15    -0.52772   -0.528264 0.000307192
          16    -0.52992   -0.528367 0.000304936
          17   -0.528932     -0.5284 0.000288802
          18   -0.528008   -0.528379 0.000273579
          19   -0.529536    -0.52844 0.000265875
          20   -0.525708   -0.528303 0.000285514
