#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.584152   -0.584152           0
           2   -0.581436   -0.582794 0.000960251
           3   -0.582528   -0.582705 0.000644248
           4   -0.585124    -0.58331  0.00071252
           5   -0.582904   -0.583229 0.000574624
           6   -0.582772   -0.583153 0.000483871
           7    -0.58416   -0.583297  0.00043562
           8   -0.582216   -0.583162 0.000401563
           9   -0.581232   -0.582947 0.000410201
          10     -0.5838   -0.583032 0.000377944
          11   -0.582732   -0.583005  0.00034457
          12   -0.583224   -0.583023 0.000316339
          13   -0.580956   -0.582864 0.000329561
          14    -0.58334   -0.582898 0.000307768
          15   -0.581432   -0.582801 0.000302376
          16   -0.582424   -0.582777 0.000284392
          17    -0.58108   -0.582677 0.000284643
          18   -0.584364   -0.582771 0.000283837
          19    -0.58292   -0.582779 0.000269007
          20   -0.580244   -0.582652 0.000283846
