#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
               1       0.2006774       0.2006774               0
               2       0.2004091       0.2005432    9.485696e-05
               3        0.197608       0.1995648    0.0008013697
               4       0.1934368       0.1980328     0.001456533
               5       0.1940652       0.1972393      0.00136437
               6       0.1993342       0.1975884     0.001180805
               7       0.1947606       0.1971845     0.001079013
               8       0.2000078       0.1975374     0.001000189
               9       0.1991397       0.1977154    0.0009047643
              10       0.1990425       0.1978481    0.0008239627
              11       0.1934833       0.1974513    0.0008391806
              12       0.1973549       0.1974433    0.0007692874
              13       0.1958407         0.19732    0.0007199208
              14       0.1940314       0.1970851    0.0007057813
              15       0.1986189       0.1971874    0.0006660951
              16       0.1975351       0.1972091    0.0006248185
              17       0.1987542          0.1973    0.0005946381
              18       0.2004056       0.1974725    0.0005860994
              19        0.198678        0.197536    0.0005586756
              20       0.1932055       0.1973194    0.0005711608
              21       0.1977786       0.1973413     0.000544381
              22        0.199628       0.1974452    0.0005294667
              23       0.1958951       0.1973778    0.0005107182
              24        0.194123       0.1972422    0.0005071255
              25       0.1954644       0.1971711    0.0004918013
              26       0.1953608       0.1971015    0.0004777893
              27       0.1987264       0.1971617    0.0004638679
              28       0.1949844       0.1970839    0.0004537721
              29       0.1938004       0.1969707    0.0004520295
              30       0.1958982       0.1969349    0.0004383733
              31       0.1963707       0.1969167    0.0004246099
              32       0.1946209        0.196845    0.0004173579
              33       0.1948385       0.1967842    0.0004091156
              34       0.1943388       0.1967123    0.0004033551
              35       0.1949442       0.1966617    0.0003949815
              36       0.1947878       0.1966097    0.0003874246
              37       0.1932836       0.1965198    0.0003872421
              38       0.1936406        0.196444    0.0003843923
              39        0.199395       0.1965197    0.0003819105
              40       0.1974928        0.196544    0.0003731369
              41       0.1980455       0.1965806    0.0003658287
              42       0.1981886       0.1966189    0.0003591161
              43       0.1989222       0.1966725    0.0003547368
              44       0.1932973       0.1965958    0.0003548714
              45        0.195832       0.1965788    0.0003473911
              46       0.1957895       0.1965617    0.0003402626
              47       0.1928495       0.1964827    0.0003420667
              48       0.1956074       0.1964644     0.000335426
              49       0.1988816       0.1965138    0.0003321883
              50       0.1987521       0.1965585    0.0003285472
              51       0.1967928       0.1965631    0.0003221372
              52       0.1965184       0.1965623    0.0003159434
              53        0.196208       0.1965556    0.0003100529
              54       0.1979268        0.196581    0.0003053492
              55       0.1957679       0.1965662     0.000300155
              56       0.1980403       0.1965925    0.0002959471
              57       0.1916297       0.1965055    0.0003032923
              58       0.1971331       0.1965163    0.0002982561
              59       0.1964689       0.1965155     0.000293202
              60       0.1919551       0.1964395     0.000298004
              61       0.1963454       0.1964379    0.0002931227
              62       0.1944948       0.1964066    0.0002900655
              63       0.1961171        0.196402    0.0002854977
              64       0.2001819        0.196461    0.0002870809
              65       0.1977886       0.1964815    0.0002833898
              66         0.19673       0.1964852     0.000279121
              67       0.1941058       0.1964497    0.0002772052
              68       0.1978744       0.1964707    0.0002739192
              69       0.1966315        0.196473    0.0002699593
              70       0.1966804        0.196476    0.0002661189
              71       0.1980187       0.1964977    0.0002632564
              72       0.1972868       0.1965087    0.0002598281
              73        0.195151       0.1964901    0.0002569335
              74       0.1942799       0.1964602    0.0002551914
              75       0.1953627       0.1964456     0.000252208
              76       0.1964491       0.1964456    0.0002488895
              77       0.1945017       0.1964204    0.0002469341
              78       0.1923431       0.1963681    0.0002492397
              79       0.1942717       0.1963415    0.0002474933
              80       0.1962358       0.1963402    0.0002444032
              81       0.1951005       0.1963249    0.0002418646
              82       0.1940528       0.1962972     0.000240497
              83       0.1952813        0.196285    0.0002379108
              84       0.1940625       0.1962585    0.0002365452
              85       0.1949815       0.1962435    0.0002342389
              86        0.195396       0.1962336    0.0002317224
              87       0.1973245       0.1962462    0.0002293979
              88       0.1962964       0.1962467    0.0002267918
              89       0.1960031        0.196244    0.0002242601
              90       0.1944344       0.1962239    0.0002226679
              91       0.1980395       0.1962439    0.0002211131
              92       0.1949526       0.1962298    0.0002191547
              93       0.1991126       0.1962608    0.0002189793
              94       0.1969724       0.1962684    0.0002167806
              95       0.1982719       0.1962895    0.0002155221
              96       0.1972099       0.1962991    0.0002134902
              97       0.1973976       0.1963104    0.0002115894
              98       0.1957608       0.1963048    0.0002095047
              99       0.1967797       0.1963096    0.0002074434
             100       0.1972472        0.196319    0.0002055807
