#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
               1       0.3683815       0.3683815               0
               2       0.3708422       0.3696118    0.0008699928
               3       0.3694295       0.3695511    0.0005821151
               4       0.3751814       0.3709586     0.001294828
               5       0.3741412       0.3715952     0.001182001
               6       0.3800892       0.3730108     0.001624913
               7       0.3691933       0.3724655     0.001481478
               8       0.3742072       0.3726832     0.001312193
               9       0.3755208       0.3729985     0.001203678
              10        0.370665       0.3727651     0.001105697
              11       0.3702201       0.3725338       0.0010291
              12       0.3584867       0.3713632     0.001464916
              13       0.3722441       0.3714309     0.001353797
              14        0.374608       0.3716579     0.001275975
              15       0.3737012       0.3717941     0.001198159
              16       0.3697346       0.3716654     0.001130168
              17       0.3714373        0.371652     0.001063767
              18       0.3676664       0.3714305     0.001027454
              19       0.3754659       0.3716429    0.0009950864
              20       0.3708336       0.3716025    0.0009461546
              21        0.379278        0.371968    0.0009691289
              22       0.3713512       0.3719399    0.0009254829
              23       0.3813323       0.3723483    0.0009711688
              24       0.3652551       0.3720527    0.0009746379
              25       0.3669388       0.3718482    0.0009568783
              26       0.3768493       0.3720405    0.0009392095
              27        0.362092       0.3716721    0.0009740225
              28       0.3711871       0.3716547      0.00093939
              29       0.3570112       0.3711498     0.001033841
              30       0.3703635       0.3711236    0.0009997113
              31       0.3751765       0.3712543    0.0009759741
              32       0.3705105       0.3712311    0.0009457517
              33       0.3690453       0.3711648     0.000919409
              34       0.3657964        0.371007     0.000905824
              35       0.3624699        0.370763    0.0009121927
              36       0.3759129       0.3709061     0.000898001
              37       0.3660664       0.3707753    0.0008832054
              38       0.3790871        0.370994    0.0008866348
              39       0.3732977       0.3710531    0.0008658659
              40       0.3679838       0.3709764    0.0008476124
              41       0.3690135       0.3709285    0.0008282898
              42       0.3773673       0.3710818    0.0008226336
              43       0.3658301       0.3709597    0.0008125182
              44       0.3775322        0.371109     0.000807666
              45       0.3629779       0.3709283    0.0008096781
              46       0.3631462       0.3707592    0.0008095578
              47       0.3807971       0.3709727    0.0008200213
              48       0.3634085       0.3708151    0.0008179395
              49       0.3688263       0.3707746    0.0008022533
              50       0.3726789       0.3708126    0.0007871118
              51       0.3708672       0.3708137    0.0007716789
              52       0.3615408       0.3706354    0.0007771703
              53       0.3731418       0.3706827    0.0007639441
              54        0.376994       0.3707996    0.0007586847
              55       0.3732614       0.3708443    0.0007462097
              56       0.3673946       0.3707827    0.0007354228
              57       0.3784372        0.370917    0.0007346791
              58       0.3709973       0.3709184    0.0007220135
              59       0.3727468       0.3709494    0.0007104408
              60       0.3779182       0.3710655    0.0007080306
              61       0.3699046       0.3710465    0.0006966793
              62       0.3692382       0.3710173    0.0006860528
              63       0.3771546       0.3711147    0.0006820444
              64        0.371412       0.3711194    0.0006714032
              65        0.364771       0.3710217      0.00066814
              66       0.3707564       0.3710177    0.0006580287
              67       0.3671322       0.3709597    0.0006507579
              68       0.3734397       0.3709962    0.0006422091
              69       0.3685014         0.37096    0.0006339186
              70       0.3691191       0.3709337     0.000625408
              71       0.3667127       0.3708743    0.0006194186
              72       0.3659372       0.3708057    0.0006145993
              73       0.3725408       0.3708295    0.0006066396
              74       0.3744061       0.3708778    0.0006003641
              75       0.3784308       0.3709785    0.0006007463
              76       0.3744115       0.3710237    0.0005945375
              77       0.3715765       0.3710309    0.0005868596
              78         0.36447       0.3709467    0.0005853327
              79       0.3654485       0.3708771    0.0005820465
              80         0.37577       0.3709383    0.0005779753
              81        0.371211       0.3709417    0.0005708496
              82       0.3629508       0.3708442    0.0005721453
              83       0.3839294       0.3710019    0.0005865704
              84       0.3656936       0.3709387    0.0005829816
              85       0.3669423       0.3708917    0.0005780158
              86       0.3765812       0.3709578    0.0005750683
              87       0.3654637       0.3708947    0.0005719152
              88       0.3735216       0.3709245    0.0005661947
              89       0.3762147        0.370984    0.0005629444
              90       0.3644239       0.3709111    0.0005613884
              91       0.3725947       0.3709296     0.000555524
              92       0.3783702       0.3710105    0.0005553418
              93       0.3737355       0.3710398    0.0005501428
              94       0.3732864       0.3710637    0.0005448092
              95       0.3749574       0.3711046    0.0005406139
              96       0.3640227       0.3710309    0.0005399922
              97       0.3677728       0.3709973    0.0005354689
              98       0.3710141       0.3709975     0.000530005
              99       0.3749199       0.3710371    0.0005261302
             100       0.3753335         0.37108    0.0005226202
