#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
               1            0.48            0.48               0
               2            0.48            0.48               0
               3            0.36            0.44       0.0326599
               4             0.4            0.43       0.0259808
               5            0.32           0.408       0.0286217
               6            0.28        0.386667        0.030792
               7             0.2            0.36       0.0361403
               8            0.12            0.33       0.0422788
               9            0.08        0.302222       0.0458063
              10               0           0.272       0.0502155
              11               0        0.247273       0.0513792
              12            0.04            0.23       0.0499166
              13            0.16        0.224615       0.0463664
              14            0.12        0.217143       0.0436525
              15            0.08           0.208       0.0416888
              16            0.12          0.2025       0.0394444
              17             0.2        0.202353       0.0371244
              18            0.36        0.211111       0.0360802
              19             0.4        0.221053       0.0355245
              20            0.36           0.228       0.0344209
              21            0.32        0.232381       0.0330595
              22             0.4            0.24       0.0324228
              23             0.6        0.255652       0.0345855
              24            0.64        0.271667       0.0366651
              25             0.6          0.2848       0.0374769
              26            0.56        0.295385       0.0375004
              27            0.52        0.303704       0.0370228
              28             0.4        0.307143       0.0358599
              29             0.4        0.310345        0.034766
              30            0.36           0.312       0.0336465
              31            0.52         0.31871       0.0332234
              32            0.56         0.32625       0.0330298
              33            0.56        0.333333       0.0327796
              34            0.52        0.338824        0.032272
              35            0.52           0.344       0.0317624
              36             0.4        0.345556       0.0309182
              37            0.56        0.351351       0.0306209
              38            0.64        0.358947       0.0307429
              39             0.4            0.36       0.0299726
              40            0.28           0.358       0.0292899
              41            0.32        0.357073       0.0285902
              42            0.52        0.360952       0.0281714
              43            0.52        0.364651        0.027758
              44            0.52        0.368182       0.0273508
              45            0.72           0.376        0.027838
              46             0.8        0.385217       0.0287183
              47             0.8        0.394043        0.029432
              48            0.84        0.403333       0.0302497
              49            0.88        0.413061       0.0311573
              50            0.88          0.4224       0.0319031
              51            0.88        0.431373       0.0325148
              52            0.84        0.439231       0.0328253
              53            0.88        0.447547       0.0332428
              54            0.84        0.454815       0.0334122
              55            0.76        0.460364       0.0332623
              56            0.76        0.465714       0.0330958
              57            0.76        0.470877       0.0329155
              58            0.68        0.474483       0.0325448
              59            0.52        0.475254       0.0320024
              60            0.52           0.476       0.0314777
              61            0.68        0.479344       0.0311388
              62            0.56        0.480645       0.0306637
              63            0.52         0.48127       0.0301834
              64            0.56          0.4825       0.0297368
              65            0.68        0.485538       0.0294341
              66            0.64        0.487879       0.0290811
              67            0.56        0.488955       0.0286669
              68            0.56            0.49       0.0282644
              69            0.52        0.490435       0.0278581
              70            0.52        0.490857       0.0274633
              71            0.52        0.491268       0.0270796
              72            0.44        0.490556       0.0267128
              73            0.48        0.490411       0.0263473
              74            0.56        0.491351        0.026008
              75            0.48          0.4912       0.0256617
              76            0.72        0.494211          0.0255
              77            0.88        0.499221       0.0256563
              78             0.8        0.503077       0.0256156
              79            0.84        0.507342       0.0256439
              80            0.88           0.512        0.025743
              81            0.88        0.516543       0.0258229
              82            0.76        0.519512       0.0256781
              83            0.68        0.521446       0.0254415
              84             0.6        0.522381       0.0251558
              85             0.6        0.523294       0.0248764
              86            0.68        0.525116       0.0246538
              87            0.68        0.526897       0.0244346
              88             0.8            0.53       0.0243532
              89            0.76        0.532584       0.0242163
              90            0.76        0.535111       0.0240787
              91            0.88        0.538901       0.0241105
              92            0.72         0.54087       0.0239287
              93            0.64        0.541935       0.0236951
              94            0.84        0.545106       0.0236542
              95             0.6        0.545684       0.0234123
              96            0.64        0.546667        0.023189
              97            0.92        0.550515       0.0232672
              98            0.92        0.554286       0.0233332
              99             0.8        0.556768       0.0232292
             100             0.8          0.5592       0.0231239
             101            0.52        0.558812       0.0228982
             102             0.6        0.559216       0.0226773
             103            0.44        0.558058       0.0224866
             104            0.44        0.556923        0.022299
             105            0.48         0.55619       0.0220987
             106            0.52        0.555849       0.0218928
             107            0.52        0.555514       0.0216908
             108            0.56        0.555556         0.02149
             109             0.4        0.554128       0.0213402
             110             0.4        0.552727       0.0211921
             111            0.44        0.551712       0.0210255
             112            0.36            0.55       0.0209074
             113            0.44        0.549027        0.020745
             114            0.24        0.546316       0.0207394
             115            0.28           0.544       0.0206879
             116            0.44        0.543103        0.020529
             117             0.2        0.540171       0.0205619
             118            0.28        0.537966       0.0205055
             119            0.12        0.534454       0.0206318
             120            0.28        0.532333       0.0205686
             121            0.48        0.531901       0.0204031
             122             0.4         0.53082       0.0202645
             123            0.36        0.529431       0.0201473
             124            0.24        0.527097       0.0201196
             125            0.16         0.52416       0.0201718
             126            0.04        0.520317       0.0203744
             127           -0.08        0.515591       0.0207551
             128           -0.08        0.510938        0.021108
             129           -0.04        0.506667       0.0213721
             130           -0.08        0.502154       0.0216789
             131           -0.12        0.497405       0.0220275
             132            -0.2        0.492121       0.0224853
             133               0        0.488421       0.0226187
             134           -0.12        0.483881       0.0229011
             135            -0.2        0.478815        0.023285
             136           -0.28        0.473235       0.0237728
             137           -0.36        0.467153       0.0243649
             138           -0.28        0.461739       0.0247826
             139           -0.32        0.456115       0.0252344
             140           -0.12           0.452       0.0253874
             141            0.04        0.449078        0.025375
             142            0.16        0.447042       0.0252778
             143            0.28        0.445874        0.025128
             144             0.2        0.444167       0.0250115
             145            0.44        0.444138        0.024839
             146             0.4        0.443836       0.0246707
             147            0.52        0.444354       0.0245083
             148            0.16        0.442432       0.0244179
             149            0.28        0.441342       0.0242784
             150            0.28        0.440267       0.0241403
             151            0.28        0.439205       0.0240038
             152            0.36        0.438684       0.0238515
             153             0.4        0.438431        0.023697
             154             0.4        0.438182       0.0235444
             155            0.36        0.437677       0.0233979
             156            0.48        0.437949       0.0232495
             157            0.32        0.437197       0.0231135
             158            0.24        0.435949       0.0230009
             159             0.2        0.434465       0.0229041
             160            0.28          0.4335       0.0227813
             161            0.28        0.432547       0.0226597
             162            0.32        0.431852       0.0225305
             163            0.36        0.431411       0.0223966
             164             0.2            0.43       0.0223044
             165            0.12        0.428121       0.0222482
             166            0.08        0.426024       0.0222128
             167           -0.04        0.423234       0.0222544
             168           -0.04        0.420476       0.0222921
             169           -0.04        0.417751       0.0223261
             170           -0.12        0.414588       0.0224177
             171           -0.28        0.410526       0.0226516
             172           -0.24        0.406744       0.0228335
             173           -0.36        0.402312       0.0231277
             174           -0.12         0.39931       0.0231887
             175           -0.16        0.396114       0.0232754
             176           -0.16        0.392955       0.0233567
             177           -0.28        0.389153       0.0235321
             178           -0.24        0.385618       0.0236639
             179            0.12        0.384134       0.0235782
             180            0.28        0.383556       0.0234543
             181            0.24        0.382762       0.0233381
             182             0.4        0.382857       0.0232101
             183             0.4        0.382951       0.0230834
             184             0.4        0.383043       0.0229581
             185             0.4        0.383135       0.0228342
             186            0.36        0.383011       0.0227118
             187             0.4        0.383102       0.0225905
             188            0.48        0.383617       0.0224762
             189            0.36        0.383492       0.0223577
             190             0.4        0.383579       0.0222402
             191            0.32        0.383246       0.0221262
             192            0.36        0.383125       0.0220113
             193            0.32        0.382798       0.0218997
             194            0.44        0.383093       0.0217888
             195            0.28        0.382564       0.0216835
             196             0.2        0.381633       0.0215928
             197            0.04        0.379898       0.0215528
             198            0.04        0.378182       0.0215122
             199           -0.08        0.375879       0.0215269
             200           -0.24          0.3728       0.0216384
             201           -0.16        0.370149       0.0216925
             202            0.08        0.368713       0.0216326
             203           -0.08        0.366502       0.0216387
             204           -0.04         0.36451       0.0216242
             205           -0.12        0.362146       0.0216475
             206            0.04        0.360583       0.0215988
             207           -0.12        0.358261       0.0216189
             208           -0.28        0.355192       0.0217316
             209           -0.32        0.351962       0.0218664
             210           -0.44         0.34819       0.0220851
             211           -0.28        0.345213       0.0221802
             212           -0.32        0.342075       0.0222965
             213           -0.28        0.339155       0.0223822
             214           -0.36        0.335888       0.0225148
             215           -0.16        0.333581       0.0225279
             216           -0.32        0.330556       0.0226259
             217           -0.16        0.328295       0.0226343
             218           -0.16        0.326055        0.022641
             219            -0.2        0.323653       0.0226647
             220           -0.16        0.321455       0.0226681
             221           -0.28        0.318733       0.0227283
             222            -0.4        0.315495       0.0228553
             223           -0.56         0.31157       0.0230876
             224           -0.52        0.307857       0.0232811
             225            -0.6        0.303822       0.0235246
             226           -0.68        0.299469       0.0238199
             227           -0.84        0.294449       0.0242381
             228           -0.84        0.289474       0.0246372
             229              -1        0.283843       0.0251649
             230              -1        0.278261       0.0256671
             231              -1        0.272727       0.0261457
             232              -1        0.267241       0.0266023
             233              -1        0.261803       0.0270384
             234              -1         0.25641       0.0274553
             235              -1        0.251064       0.0278541
             236              -1        0.245763        0.028236
             237              -1        0.240506        0.028602
             238              -1        0.235294       0.0289528
             239              -1        0.230126       0.0292894
             240              -1           0.225       0.0296124
             241              -1        0.219917       0.0299226
             242              -1        0.214876       0.0302206
             243              -1        0.209877        0.030507
             244              -1        0.204918       0.0307823
             245              -1             0.2        0.031047
             246              -1        0.195122       0.0313017
             247              -1        0.190283       0.0315467
             248              -1        0.185484       0.0317825
             249              -1        0.180723       0.0320095
             250              -1           0.176        0.032228
             251              -1        0.171315       0.0324384
             252              -1        0.166667        0.032641
             253              -1        0.162055       0.0328361
             254              -1         0.15748        0.033024
