#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
               1            0.28            0.28               0
               2            0.28            0.28               0
               3             0.2        0.253333       0.0217732
               4             0.2            0.24            0.02
               5           -0.04           0.184       0.0525814
               6            0.12        0.173333       0.0448867
               7               0        0.148571       0.0447865
               8            0.24            0.16       0.0406202
               9            0.24        0.168889       0.0370667
              10            0.32           0.184       0.0363098
              11            0.56        0.218182       0.0463871
              12            0.64        0.253333       0.0542286
              13            0.64        0.283077       0.0576398
              14            0.24            0.28       0.0536048
              15             0.2        0.274667       0.0502957
              16               0          0.2575       0.0499961
              17            0.08        0.247059       0.0481331
              18            0.36        0.253333       0.0458661
              19               0            0.24       0.0453488
              20           -0.04           0.226       0.0451907
              21               0        0.215238       0.0443017
              22            0.08        0.209091       0.0427123
              23               0             0.2       0.0418115
              24            0.08           0.195       0.0403672
              25            0.08          0.1904       0.0390138
              26           -0.04        0.181538       0.0385065
              27           -0.08        0.171852       0.0382793
              28            0.12            0.17        0.036957
              29            0.24        0.172414       0.0357613
              30            0.12        0.170667       0.0346119
              31             0.2        0.171613       0.0335083
              32           -0.04           0.165       0.0331073
              33           -0.08        0.157576        0.032926
              34            0.16        0.157647       0.0319576
              35            0.16        0.157714       0.0310446
              36            0.16        0.157778       0.0301823
              37            0.04        0.154595        0.029534
              38           -0.08        0.148421       0.0293949
              39           -0.08        0.142564       0.0292189
              40           -0.28           0.132       0.0303381
              41           -0.32        0.120976       0.0315376
              42           -0.32        0.110476       0.0324875
              43           -0.12        0.105116       0.0321711
              44            0.08        0.104545        0.031445
              45           -0.08        0.100444       0.0310125
              46           -0.12       0.0956522       0.0307063
              47           -0.16       0.0902128        0.030531
              48           -0.16           0.085       0.0303367
              49           -0.12       0.0808163       0.0300046
              50           -0.08          0.0776       0.0295764
              51           -0.24       0.0713725       0.0296449
              52           -0.24       0.0653846       0.0296733
              53           -0.08       0.0626415         0.02924
              54           -0.08            0.06       0.0288176
              55           -0.04       0.0581818       0.0283509
              56           -0.12           0.055       0.0280226
              57            0.12       0.0561404       0.0275542
              58            0.24       0.0593103       0.0272609
              59            0.28       0.0630508       0.0270542
              60            0.48            0.07       0.0274813
              61            0.48       0.0767213       0.0278406
              62            0.32       0.0806452       0.0276667
              63            0.32       0.0844444       0.0274872
              64            0.12           0.085       0.0270633
              65               0       0.0836923       0.0266785
              66            -0.2       0.0793939       0.0266183
              67           -0.12       0.0764179       0.0263869
              68            0.12       0.0770588       0.0260066
              69             0.2       0.0788406       0.0256907
              70            0.28       0.0817143       0.0254839
              71            0.48       0.0873239       0.0257349
              72            0.48       0.0927778        0.025949
              73            0.56       0.0991781        0.026371
              74            0.44        0.103784       0.0264138
              75            0.32        0.106667       0.0262185
              76            0.16        0.107368       0.0258829
              77            0.24        0.109091        0.025604
              78            0.04        0.108205        0.025291
              79            0.04        0.107342       0.0249856
              80               0           0.106       0.0247093
              81           -0.08        0.103704       0.0245107
              82            0.32        0.106341       0.0243533
              83            0.64        0.112771       0.0248942
              84            0.48        0.117143       0.0249788
              85             0.6        0.122824       0.0253226
              86            0.64        0.128837       0.0257323
              87            0.68        0.135172       0.0262048
              88            0.56            0.14        0.026348
              89            0.32        0.142022       0.0261294
              90            0.24        0.143111       0.0258618
              91            0.12        0.142857       0.0255788
              92            0.24        0.143913       0.0253226
              93             0.2        0.144516       0.0250575
              94             0.2        0.145106       0.0247978
              95            0.36        0.147368       0.0246398
              96            0.36        0.149583       0.0244825
              97             0.4        0.152165       0.0243658
              98            0.36        0.154286       0.0242093
              99            0.28        0.155556        0.023998
             100             0.2           0.156       0.0237622
             101             0.2        0.156436       0.0235309
             102            0.16        0.156471       0.0233002
             103             0.2        0.156893       0.0230778
             104            0.12        0.156538       0.0228587
             105           -0.08        0.154286       0.0227517
             106            0.28        0.155472       0.0225679
             107            0.16        0.155514       0.0223571
             108            0.28        0.156667       0.0221797
             109             0.4        0.158899       0.0220883
             110            0.24        0.159636       0.0218998
             111            0.36        0.161441       0.0217768
             112            0.44        0.163929       0.0217239
             113            0.32         0.16531       0.0215755
             114             0.4        0.167368       0.0214843
             115            0.48        0.170087       0.0214688
             116            0.64        0.174138       0.0216625
             117             0.8        0.179487        0.022128
             118            0.56        0.182712       0.0221741
