#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
           1    0.027162    0.027162           0
           2    0.027538     0.02735 0.000132936
           3     0.01868     0.02446  0.00236134
           4    0.029984    0.025841  0.00213701
           5      0.0336   0.0273928   0.0022021
           6    0.034222    0.028531  0.00210882
           7    0.031914   0.0290143  0.00186211
           8    0.025492    0.028574  0.00168059
           9    0.031898   0.0289433  0.00153391
          10    0.023504   0.0283994  0.00147381
          11    0.023298   0.0279356   0.0014109
          12    0.025128   0.0277017  0.00131259
          13    0.027088   0.0276545  0.00121247
          14    0.029694   0.0278001  0.00113458
          15    0.025828   0.0276687  0.00106653
          16     0.02789   0.0276825 0.000999963
          17     0.03231   0.0279547 0.000977489
          18     0.02435   0.0277544 0.000943475
          19    0.034018   0.0280841 0.000949667
          20    0.026358   0.0279978 0.000906097
          21    0.028914   0.0280414 0.000863999
          22    0.024788   0.0278935 0.000837287
          23    0.022614    0.027664 0.000831754
          24    0.029228   0.0277292 0.000799646
          25    0.024846   0.0276138 0.000775932
          26    0.027918   0.0276255 0.000746176
          27     0.02274   0.0274446 0.000740155
          28    0.026644    0.027416 0.000714273
          29    0.029256   0.0274794 0.000692455
          30     0.02957   0.0275491  0.00067287
          31    0.031784   0.0276857 0.000664888
          32    0.026994   0.0276641 0.000644461
          33    0.022224   0.0274993 0.000645672
          34    0.025052   0.0274273 0.000630681
          35     0.03013   0.0275045 0.000617371
          36    0.020572   0.0273119 0.000629539
          37    0.035204   0.0275252 0.000647652
          38    0.027234   0.0275176 0.000630654
          39    0.030578   0.0275961 0.000619346
          40     0.02658   0.0275707 0.000604383
          41    0.026554   0.0275459  0.00059015
          42    0.028176   0.0275609  0.00057629
          43    0.025128   0.0275043 0.000565658
          44    0.028002   0.0275156 0.000552916
          45    0.029712   0.0275644 0.000542779
          46    0.024842   0.0275052 0.000534196
          47    0.031346   0.0275869 0.000529044
          48    0.031826   0.0276753 0.000525341
          49    0.026314   0.0276475 0.000515354
          50    0.020252   0.0274996 0.000525844
          51    0.022676    0.027405  0.00052397
          52    0.024884   0.0273565 0.000516132
          53    0.029898   0.0274045 0.000508616
          54     0.02257   0.0273149 0.000507015
          55    0.025536   0.0272826 0.000498827
          56    0.031012   0.0273492 0.000494345
          57     0.02494   0.0273069 0.000487476
          58     0.02754   0.0273109 0.000479088
          59    0.026024   0.0272891 0.000471464
          60    0.028826   0.0273147 0.000464302
          61     0.02133   0.0272166 0.000466941
          62    0.026334   0.0272024 0.000459627
          63    0.033902   0.0273087  0.00046447
          64     0.02774   0.0273155 0.000457262
          65    0.028226   0.0273295 0.000450441
          66    0.025918   0.0273081 0.000444124
          67    0.027688   0.0273138 0.000437531
          68    0.026752   0.0273055 0.000431175
          69    0.022424   0.0272348 0.000430691
          70    0.029532   0.0272676 0.000425787
          71    0.032068   0.0273352 0.000425124
          72    0.028308   0.0273487 0.000419434
          73     0.02837   0.0273627 0.000413922
          74    0.030754   0.0274085 0.000410857
          75    0.030994   0.0274563 0.000408151
          76    0.026156   0.0274392 0.000403139
          77    0.030328   0.0274767 0.000399646
          78    0.033958   0.0275598 0.000403068
          79    0.025612   0.0275352 0.000398719
          80    0.029542   0.0275603 0.000394523
          81    0.026936   0.0275525 0.000389728
          82    0.017636   0.0274316 0.000403302
          83      0.0279   0.0274373 0.000398482
          84    0.031098   0.0274808 0.000396114
          85     0.02367    0.027436 0.000393983
          86     0.02499   0.0274076 0.000390427
          87    0.026888   0.0274016 0.000385985
          88    0.030154   0.0274329 0.000382864
          89    0.029106   0.0274517 0.000379024
          90    0.030296   0.0274833 0.000376128
          91    0.026014   0.0274671 0.000372341
          92     0.02997   0.0274943 0.000369286
          93    0.023196   0.0274481 0.000368196
          94    0.023136   0.0274022 0.000367126
          95    0.038356   0.0275175 0.000380938
          96    0.027088   0.0275131 0.000376996
          97     0.02384   0.0274752 0.000375006
          98    0.026262   0.0274628 0.000371384
          99    0.032272   0.0275114 0.000370796
         100    0.020416   0.0274404 0.000373815
