#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
               1       0.3833136       0.3833136               0
               2       0.3865039       0.3849088     0.001127924
               3       0.3776763       0.3824979     0.002107168
               4         0.33673       0.3710559      0.01003428
               5       0.3846808       0.3737809     0.008389273
               6       0.3585679       0.3712454     0.007364253
               7       0.3683813       0.3708363     0.006323573
               8       0.2879582       0.3604765      0.01115905
               9       0.3460858       0.3588775      0.01003306
              10        0.302208       0.3532106      0.01050901
              11       0.3430985       0.3522913     0.009593773
              12       0.3398625       0.3512556     0.008850023
              13       0.3393543       0.3503401     0.008216466
              14       0.3293422       0.3488402     0.007765262
              15       0.3345838       0.3478898      0.00730551
              16       0.3326853       0.3469395     0.006910445
              17       0.2996032        0.344155      0.00704263
              18       0.3715977       0.3456796     0.006814398
              19        0.362232       0.3465508     0.006511194
              20       0.3069628       0.3445714     0.006479521
              21       0.3259231       0.3436834     0.006231526
              22         0.27308       0.3404741     0.006724067
              23       0.3415745        0.340522     0.006431887
              24        0.348152       0.3408399     0.006171744
              25       0.2920646       0.3388889     0.006225618
              26       0.3161397       0.3380139     0.006047344
              27        0.385534       0.3397739     0.006074084
              28       0.3110495       0.3387481     0.005943153
              29       0.3906445       0.3405376     0.006001594
              30       0.3511509       0.3408914     0.005811958
              31       0.3940028       0.3426046     0.005871571
              32        0.309888       0.3415822     0.005776412
              33       0.3315359       0.3412778     0.005609385
              34       0.3094778       0.3403425     0.005521827
              35       0.3105597       0.3394916     0.005429231
              36       0.2742669       0.3376798     0.005572534
              37       0.2858874         0.33628     0.005594975
              38       0.3069614       0.3355084     0.005500679
              39       0.3577518       0.3360788     0.005389123
              40        0.283199       0.3347568     0.005414116
              41       0.3908197       0.3361242     0.005452004
              42         0.24024       0.3338412     0.005780445
              43       0.3087612        0.333258     0.005675366
              44       0.3507194       0.3336548     0.005560238
              45       0.4091544       0.3353326     0.005684172
              46       0.3883174       0.3364844     0.005676108
              47       0.3226454         0.33619     0.005562972
              48       0.2909133       0.3352467     0.005526469
              49       0.3317197       0.3351747     0.005414152
              50        0.346946       0.3354102     0.005310985
              51       0.2621439       0.3339736     0.005397648
              52       0.3280568       0.3338598     0.005295046
              53        0.275761       0.3327636     0.005307397
              54       0.3062329       0.3322723     0.005231803
              55       0.3170808       0.3319961     0.005143965
              56       0.3169889       0.3317281     0.005059084
              57       0.2238998       0.3298364      0.00531225
              58       0.3614565       0.3303815      0.00524856
              59       0.2824918       0.3295698     0.005221988
              60       0.2882445       0.3288811     0.005180178
              61       0.3299403       0.3288984     0.005095286
              62       0.3969393       0.3299959     0.005129926
              63       0.3580403        0.330441     0.005067776
              64        0.286252       0.3297506     0.005035407
              65        0.346501       0.3300083     0.004964529
              66       0.3699107       0.3306129     0.004925985
              67       0.3218908       0.3304827     0.004854183
              68       0.3706649       0.3310736      0.00481863
              69       0.3284511       0.3310356     0.004748945
              70       0.3076989       0.3307022      0.00469279
              71        0.331225       0.3307096       0.0046267
              72       0.3159992       0.3305053      0.00456695
              73       0.3468927       0.3307297     0.004509902
              74       0.3231296        0.330627     0.004450127
              75       0.3021946       0.3302479      0.00440691
              76       0.2941837       0.3297734     0.004374398
              77       0.3801059       0.3304271     0.004366154
              78       0.3266494       0.3303786     0.004310446
              79       0.3443904        0.330556     0.004259531
              80       0.3205939       0.3304315     0.004208106
              81       0.3365947       0.3305076     0.004156842
              82        0.347928         0.33072     0.004111574
              83       0.3048929       0.3304088     0.004073795
              84       0.3153957       0.3302301     0.004029216
              85       0.3124223       0.3300206     0.003987257
              86       0.2891226       0.3295451     0.003969152
              87       0.3585817       0.3298788     0.003937537
              88       0.3349783       0.3299368     0.003893218
              89       0.3198717       0.3298237     0.003851116
              90       0.3447366       0.3299894     0.003811889
              91       0.3240357       0.3299239     0.003770562
              92       0.2230747       0.3287625      0.00390435
              93        0.347171       0.3289605     0.003867382
              94        0.351343       0.3291986     0.003833563
              95       0.2850765       0.3287341      0.00382124
              96       0.2344394       0.3277519     0.003905636
              97       0.3413525       0.3278921     0.003867888
              98       0.3005112       0.3276127     0.003838497
              99       0.3422628       0.3277607     0.003802576
             100        0.305022       0.3275333     0.003771343
