#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
               1             0.6             0.6               0
               2            0.64            0.62       0.0141421
               3            0.64        0.626667       0.0108866
               4            0.64            0.63      0.00866025
               5             0.6           0.624      0.00876356
               6             0.6            0.62      0.00816497
               7            0.48             0.6       0.0197949
               8            0.48           0.585       0.0222907
               9            0.52        0.577778       0.0209513
              10            0.64           0.584       0.0197585
              11            0.76             0.6       0.0235663
              12            0.76        0.613333       0.0250924
              13            0.76        0.624615       0.0255731
              14            0.72        0.631429       0.0246373
              15            0.64           0.632       0.0230014
              16            0.64          0.6325       0.0215693
              17            0.68        0.635294       0.0204807
              18            0.64        0.635556       0.0193445
              19            0.64        0.635789       0.0183278
              20            0.52            0.63        0.018303
              21            0.44        0.620952       0.0195401
              22             0.4        0.610909       0.0210755
              23            0.36             0.6       0.0228085
              24            0.36            0.59       0.0239502
              25            0.32          0.5792       0.0253104
              26            0.24        0.566154       0.0274944
              27            0.28        0.555556       0.0284455
              28            0.44        0.551429       0.0277273
              29            0.36        0.544828       0.0275457
              30            0.44        0.541333       0.0268483
              31            0.48        0.539355        0.026055
              32            0.56            0.54       0.0252488
              33            0.56        0.540606       0.0244909
              34            0.64        0.543529       0.0239444
              35             0.6        0.545143       0.0233146
              36            0.44        0.542222       0.0228492
              37             0.4        0.538378       0.0225526
              38            0.44        0.535789       0.0221072
              39            0.48        0.534359       0.0215866
              40             0.4           0.531       0.0213067
              41             0.4        0.527805       0.0210252
              42            0.36         0.52381       0.0209008
              43            0.44         0.52186       0.0205054
              44            0.52        0.521818       0.0200394
              45            0.44            0.52       0.0196764
              46            0.36        0.516522       0.0195537
              47            0.44        0.514894       0.0192053
              48            0.48        0.514167       0.0188189
              49            0.52        0.514286       0.0184352
              50            0.56          0.5152       0.0180892
              51            0.48         0.51451       0.0177477
              52            0.48        0.513846       0.0174188
              53            0.44        0.512453       0.0171458
              54             0.4         0.51037       0.0169542
              55            0.36        0.507636        0.016865
              56            0.36           0.505       0.0167686
              57            0.36        0.502456       0.0166663
              58            0.32         0.49931       0.0166732
              59            0.32        0.496271       0.0166652
              60            0.32        0.493333       0.0166444
              61            0.32        0.490492       0.0166124
              62            0.44        0.489677       0.0163644
