#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
               1           -0.12           -0.12               0
               2            0.08           -0.02       0.0707107
               3           -0.12      -0.0533333       0.0544331
               4            -0.2           -0.09       0.0517204
               5               0          -0.072       0.0443982
               6            0.28      -0.0133333       0.0650925
               7            0.04     -0.00571429       0.0562377
               8            0.12            0.01       0.0513566
               9            0.12       0.0222222       0.0470822
              10            0.12           0.032       0.0433774
              11           -0.04       0.0254545       0.0399248
              12           -0.04            0.02       0.0369685
              13             0.2       0.0338462        0.036626
              14            0.36       0.0571429        0.040751
              15            0.04           0.056       0.0380503
              16           -0.16          0.0425       0.0379916
              17           -0.24       0.0258824       0.0392231
              18            0.04       0.0266667       0.0370518
              19             0.2       0.0357895       0.0362074
              20            0.24           0.046       0.0358078
              21            0.08        0.047619       0.0341393
              22            0.08       0.0490909       0.0326192
              23             0.2       0.0556522        0.031854
              24            0.28           0.065       0.0318689
              25               0          0.0624          0.0307
              26            0.12       0.0646154       0.0295991
              27             0.2       0.0696296       0.0289244
              28            0.24       0.0757143       0.0285242
              29            0.16       0.0786207       0.0276883
              30               0           0.076       0.0268891
              31           -0.28       0.0645161       0.0283682
              32           -0.24           0.055       0.0290339
              33            0.16       0.0581818       0.0283279
              34            0.24       0.0635294       0.0279949
              35            0.08           0.064        0.027199
              36               0       0.0622222       0.0265015
              37             0.2       0.0659459       0.0260456
              38            0.16       0.0684211       0.0254775
              39           -0.12       0.0635897       0.0252782
              40            0.04           0.063       0.0246531
              41             0.2       0.0663415       0.0242772
              42           -0.08       0.0628571       0.0239479
              43           -0.12       0.0586047       0.0237655
              44            0.08       0.0590909       0.0232304
              45           -0.16       0.0542222       0.0232187
              46           -0.12       0.0504348       0.0230208
              47            0.12       0.0519149       0.0225785
              48            0.28       0.0566667       0.0226026
              49            0.12       0.0579592       0.0221783
              50             0.4          0.0648       0.0227653
              51            0.44       0.0721569       0.0234776
              52               0       0.0707692       0.0230671
              53            0.16       0.0724528       0.0226932
              54             0.2       0.0748148       0.0223955
              55            0.24       0.0778182       0.0221888
              56            0.12       0.0785714       0.0218054
              57             0.4       0.0842105         0.02214
              58            0.16       0.0855172       0.0217968
              59             0.2       0.0874576       0.0215135
              60           -0.12           0.084        0.021431
              61           -0.08       0.0813115       0.0212477
              62           -0.04       0.0793548       0.0209949
              63            0.08       0.0793651       0.0206616
              64            0.32        0.083125       0.0206781
              65           -0.16       0.0793846       0.0206955
              66           -0.12       0.0763636       0.0206012
              67            -0.2       0.0722388       0.0207025
              68           -0.08            0.07       0.0205188
              69           -0.36       0.0637681       0.0211466
              70            -0.4       0.0571429       0.0218577
              71            -0.6       0.0478873       0.0234277
              72           -0.56       0.0394444       0.0245766
              73           -0.76       0.0284932        0.026568
              74           -0.68       0.0189189       0.0278808
              75           -0.68          0.0096       0.0290247
              76           -0.76    -0.000526316       0.0303579
              77           -0.52     -0.00727273       0.0307041
              78            -0.4      -0.0123077       0.0307205
              79            -0.2      -0.0146835       0.0304234
              80            -0.2          -0.017       0.0301312
              81           -0.24      -0.0197531       0.0298847
              82            -0.2      -0.0219512        0.029601
              83            0.28      -0.0183133        0.029467
              84            0.36      -0.0138095       0.0294584
              85            0.24      -0.0108235       0.0292628
              86            0.04      -0.0102326       0.0289285
              87            0.16     -0.00827586       0.0286621
              88           -0.04     -0.00863636       0.0283386
              89            0.04     -0.00808989       0.0280255
              90               0          -0.008       0.0277142
              91            0.12     -0.00659341       0.0274454
              92           -0.28     -0.00956522       0.0273075
              93           -0.04     -0.00989247       0.0270158
              94               0     -0.00978723       0.0267286
              95               0     -0.00968421       0.0264474
              96            0.32        -0.00625        0.026394
              97             0.2     -0.00412371       0.0262074
              98            -0.2     -0.00612245       0.0260161
              99           -0.16     -0.00767677       0.0257997
             100            0.04         -0.0072       0.0255461
             101            0.04     -0.00673267       0.0252974
             102            0.56     -0.00117647       0.0256523
             103            0.24      0.00116505       0.0255099
             104            0.04      0.00153846       0.0252673
             105             0.2      0.00342857       0.0250973
             106            0.12       0.0045283       0.0248846
             107             0.4       0.0082243        0.024925
             108           -0.08      0.00740741       0.0247076
             109            -0.2      0.00550459       0.0245541
             110            -0.2      0.00363636       0.0244018
             111               0       0.0036036        0.024182
             112            -0.2      0.00178571       0.0240344
