#     TEMP:       M_AVE:      ERROR:
	2.0		0.0280371 	0.000905094
	1.7		0.0384346 	0.000909174
	1.5		0.050188 	0.000802661
	1.2		0.0839319  	0.00238417
	1.0		0.144701  	0.00322324
	0.7		0.445792  	0.00750813
	0.5		0.896027  	0.00876456
           

