#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
               1       0.3315752       0.3315752               0
               2       0.3261215       0.3288484     0.001928183
               3       0.3677958       0.3418309      0.01067781
               4       0.3506255       0.3440295     0.008231606
               5       0.3243735       0.3400983     0.007465219
               6       0.3394799       0.3399953     0.006221727
               7       0.3715807       0.3445075     0.006774317
               8       0.3112845       0.3403546      0.00708704
               9       0.3284714       0.3390342     0.006421408
              10       0.2849402       0.3336248     0.007728866
              11       0.2859133       0.3292874     0.008152972
              12       0.3280767       0.3291865     0.007474182
              13        0.340781       0.3300784     0.006952255
              14       0.3370102       0.3305735     0.006473272
              15       0.3007641       0.3285862     0.006339435
              16       0.2779161       0.3254194     0.006687616
              17       0.2653611       0.3218865     0.007166872
              18       0.3667553       0.3243792      0.00718915
              19        0.316665       0.3239732     0.006822229
              20       0.3688253       0.3262158     0.006839788
