#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
               1           -0.32           -0.32               0
               2            -0.2           -0.26       0.0424264
               3           -0.24       -0.253333       0.0288033
               4           -0.16           -0.23       0.0295804
               5           -0.16          -0.216       0.0267731
               6            0.04       -0.173333       0.0448867
               7           -0.08           -0.16       0.0404061
               8            0.04          -0.135       0.0423896
               9            0.12       -0.106667        0.046188
              10            0.16           -0.08       0.0486621
              11             0.2      -0.0545455       0.0504585
              12            0.12           -0.04       0.0483046
              13             0.2      -0.0215385       0.0479873
              14            0.16     -0.00857143       0.0462784
              15            0.16      0.00266667       0.0445368
              16             0.2           0.015       0.0434274
              17            0.28       0.0305882       0.0435808
              18            0.28       0.0444444       0.0433064
              19            0.24       0.0547368       0.0422325
              20            0.16            0.06       0.0404475
              21            0.16       0.0647619       0.0388007
              22            0.24       0.0727273       0.0378458
              23            0.16       0.0765217       0.0363901
              24            0.28           0.085       0.0358479
              25            0.24          0.0912        0.034946
              26            0.24       0.0969231       0.0340673
              27            0.28        0.103704       0.0334736
              28            0.44        0.115714       0.0343653
              29            0.36        0.124138       0.0341972
              30            0.44        0.134667       0.0346402
              31            0.48        0.145806       0.0352685
              32            0.56         0.15875       0.0364642
              33            0.56        0.170909       0.0373315
              34            0.64        0.184706       0.0386991
              35             0.6        0.196571       0.0393704
              36            0.44        0.203333       0.0388532
              37             0.4        0.208649       0.0381649
              38            0.44        0.214737       0.0376431
              39            0.52        0.222564       0.0374828
              40             0.4           0.227       0.0368073
              41             0.4         0.23122       0.0361506
              42            0.36        0.234286       0.0354196
              43            0.44         0.23907       0.0349175
              44            0.52        0.245455       0.0347028
              45             0.4        0.248889       0.0341011
              46            0.36        0.251304       0.0334452
              47            0.48         0.25617       0.0330857
              48            0.48        0.260833       0.0327234
              49            0.52        0.266122       0.0324802
              50            0.56           0.272        0.032358
              51            0.48        0.276078       0.0319795
              52            0.48            0.28       0.0316041
              53             0.4        0.282264       0.0310888
              54            0.32        0.282963       0.0305209
              55            0.32        0.283636       0.0299734
              56            0.32        0.284286       0.0294452
              57            0.36        0.285614       0.0289585
              58            0.32        0.286207       0.0284653
              59            0.32         0.28678       0.0279886
              60            0.32        0.287333       0.0275276
              61            0.32        0.287869       0.0270816
              62            0.44        0.290323       0.0267557
              63            0.44        0.292698       0.0264363
              64             0.4        0.294375       0.0260763
              65            0.32        0.294769       0.0256781
              66            0.32        0.295152       0.0252919
              67            0.24        0.294328       0.0249278
              68            0.24        0.293529        0.024574
              69            0.32        0.293913       0.0242209
              70            0.24        0.293143       0.0238871
              71            0.48        0.295775       0.0236952
              72            0.36        0.296667       0.0233829
              73            0.44         0.29863       0.0231449
              74            0.52        0.301622       0.0230246
              75            0.48           0.304       0.0228401
              76            0.48        0.306316       0.0226567
              77            0.48        0.308571       0.0224744
              78             0.4        0.309744       0.0222169
              79             0.4        0.310886        0.021965
              80            0.48           0.313       0.0217919
              81            0.52        0.315556       0.0216722
              82            0.64        0.319512       0.0217661
              83            0.68        0.323855       0.0219329
              84            0.76        0.329048       0.0222779
              85            0.64        0.332706       0.0223141
              86            0.68        0.336744       0.0224171
              87            0.72        0.341149       0.0225881
              88            0.76        0.345909       0.0228274
              89            0.72        0.350112       0.0229546
              90             0.8        0.355111       0.0232375
              91            0.88        0.360879       0.0236872
              92               1        0.367826       0.0244272
              93               1        0.374624       0.0250925
              94               1        0.381277       0.0256924
              95            0.96        0.387368       0.0261342
              96               1         0.39375       0.0266297
              97               1             0.4       0.0270787
              98               1        0.406122       0.0274858
              99            0.96        0.411717       0.0277717
             100               1          0.4176       0.0281102
             101               1        0.423366       0.0284171
             102               1         0.42902       0.0286954
             103            0.96        0.434175       0.0288761
             104            0.96        0.439231       0.0290377
             105            0.96         0.44419       0.0291817
             106            0.96        0.449057       0.0293093
             107               1        0.454206       0.0294842
             108               1        0.459259       0.0296411
             109               1         0.46422       0.0297814
             110               1        0.469091       0.0299063
             111               1        0.473874        0.030017
             112               1        0.478571       0.0301143
             113               1        0.483186       0.0301992
             114               1        0.487719       0.0302727
             115               1        0.492174       0.0303354
             116               1        0.496552       0.0303882
             117            0.96        0.500513       0.0303855
             118            0.96        0.504407       0.0303765
             119            0.96        0.508235       0.0303615
             120            0.96           0.512        0.030341
             121            0.92        0.515372       0.0302771
             122            0.88        0.518361        0.030176
             123            0.84        0.520976       0.0300438
             124            0.92        0.524194       0.0299733
             125               1           0.528       0.0299743
             126               1        0.531746       0.0299696
             127               1        0.535433       0.0299595
             128               1        0.539063       0.0299445
             129               1        0.542636       0.0299248
             130               1        0.546154       0.0299007
             131               1        0.549618       0.0298725
             132               1         0.55303       0.0298404
             133               1        0.556391       0.0298047
             134               1        0.559701       0.0297655
             135               1        0.562963       0.0297232
             136               1        0.566176       0.0296779
             137            0.96        0.569051       0.0296001
             138            0.92        0.571594       0.0294947
             139            0.96        0.574388       0.0294145
             140            0.88        0.576571       0.0292853
             141            0.84         0.57844       0.0291372
             142            0.76        0.579718         0.02896
             143            0.84        0.581538       0.0288146
             144            0.88        0.583611        0.028689
             145            0.92        0.585931       0.0285848
             146            0.88        0.587945       0.0284599
             147            0.88        0.589932       0.0283355
             148            0.76        0.591081       0.0281674
             149            0.76        0.592215       0.0280011
             150            0.76        0.593333       0.0278368
             151            0.72        0.594172       0.0276651
             152            0.76        0.595263       0.0275046
             153            0.72        0.596078       0.0273369
             154            0.72        0.596883       0.0271712
             155            0.72        0.597677       0.0270075
             156            0.68        0.598205       0.0268395
             157            0.72        0.598981       0.0266798
             158            0.72        0.599747       0.0265219
             159            0.68        0.600252       0.0263599
             160            0.68         0.60075       0.0261999
             161            0.64        0.600994       0.0260383
             162            0.68        0.601481       0.0258821
             163            0.56        0.601227       0.0257246
             164            0.64        0.601463       0.0255688
             165            0.68        0.601939       0.0254183
             166            0.68         0.60241       0.0252695
             167            0.64        0.602635       0.0251192
             168            0.64        0.602857       0.0249707
             169             0.6         0.60284       0.0248229
             170            0.64        0.603059       0.0246779
             171            0.64        0.603275       0.0245345
             172             0.6        0.603256       0.0243919
             173            0.68        0.603699       0.0242549
             174            0.64        0.603908       0.0241164
             175            0.68        0.604343       0.0239825
             176            0.56        0.604091       0.0238476
             177             0.6        0.604068       0.0237128
             178            0.72        0.604719       0.0235886
             179            0.68         0.60514       0.0234605
             180             0.6        0.605111       0.0233302
             181             0.6        0.605083       0.0232013
             182             0.6        0.605055       0.0230739
             183             0.6        0.605027       0.0229478
             184             0.6           0.605       0.0228231
             185            0.56        0.604757        0.022701
             186            0.56        0.604516       0.0225803
             187            0.56        0.604278       0.0224608
             188            0.48        0.603617        0.022351
             189            0.56        0.603386        0.022234
             190            0.64        0.603579       0.0221178
             191            0.64         0.60377       0.0220028
             192            0.56        0.603542       0.0218894
             193            0.52        0.603109       0.0217802
             194            0.48        0.602474       0.0216772
             195            0.44        0.601641       0.0215821
