#     BLOCK:   ACTUAL_M:     M_AVE:      ERROR:
           1    0.039638    0.039638           0
           2    0.035598    0.037618  0.00142836
           3    0.043192    0.039476  0.00179114
           4    0.043624    0.040513   0.0016159
           5      0.0385   0.0401104  0.00134194
           6     0.04258    0.040522  0.00117972
           7    0.038544   0.0402394  0.00104448
           8    0.043574   0.0406563 0.000993615
           9    0.040532   0.0406424  0.00088331
          10    0.030076   0.0395858  0.00127939
          11    0.038366   0.0394749  0.00116788
          12    0.030128    0.038696  0.00130469
          13    0.042294   0.0389728  0.00123334
          14    0.041978   0.0391874  0.00116377
          15    0.039224   0.0391899  0.00108619
          16    0.035258   0.0389441  0.00104573
          17    0.032788    0.038582  0.00104504
          18    0.038736   0.0385906 0.000987018
          19     0.03948   0.0386374  0.00093618
          20    0.034722   0.0384416 0.000909609
          21    0.044806   0.0387447 0.000915392
          22    0.034994   0.0385742 0.000889517
          23    0.034284   0.0383877  0.00087018
          24    0.043828   0.0386143 0.000862943
          25    0.039784   0.0386611 0.000829692
          26    0.039794   0.0387047 0.000798924
          27     0.03276   0.0384845 0.000799098
          28    0.035268   0.0383696 0.000778772
          29    0.033486   0.0382012  0.00076991
          30    0.046114    0.038465 0.000788132
          31    0.031678   0.0382461 0.000792534
          32     0.04146   0.0383465 0.000774105
          33    0.040194   0.0384025 0.000752669
          34    0.031188   0.0381903 0.000759854
          35    0.035706   0.0381193 0.000741451
          36    0.038664   0.0381344  0.00072101
          37    0.044902   0.0383174 0.000724352
          38    0.042726   0.0384334  0.00071452
          39    0.039394    0.038458 0.000696624
          40    0.037726   0.0384397 0.000679449
          41    0.035294    0.038363 0.000667195
          42    0.040248   0.0384079 0.000652817
          43    0.029318   0.0381965 0.000670989
          44    0.035922   0.0381448 0.000657727
          45     0.04479   0.0382924  0.00065948
          46     0.03711   0.0382667 0.000645644
          47    0.034792   0.0381928 0.000636126
          48    0.035974   0.0381466 0.000624551
          49    0.039486   0.0381739 0.000612402
          50    0.032838   0.0380672 0.000609382
          51    0.035134   0.0380097 0.000600141
          52    0.032868   0.0379108  0.00059669
          53    0.043608   0.0380183 0.000595036
          54     0.03433     0.03795 0.000587923
          55    0.047654   0.0381264 0.000603127
          56    0.044298   0.0382366 0.000602342
          57    0.044976   0.0383549 0.000603267
          58     0.04938    0.038545 0.000622094
          59    0.036582   0.0385117 0.000612439
          60     0.03849   0.0385113 0.000602232
          61    0.033982   0.0384371 0.000596919
          62     0.04106   0.0384794 0.000588788
          63    0.039496   0.0384955 0.000579663
          64     0.03914   0.0385056 0.000570694
          65     0.04129   0.0385484 0.000563519
          66    0.051516   0.0387449 0.000588237
          67    0.037032   0.0387193 0.000580013
          68    0.037362   0.0386994 0.000571826
          69     0.04282   0.0387591 0.000566649
          70    0.031196   0.0386511 0.000568761
          71    0.041944   0.0386974 0.000562638
          72    0.038652   0.0386968 0.000554824
          73    0.037178    0.038676 0.000547614
          74    0.032442   0.0385918 0.000546655
          75     0.03921      0.0386 0.000539429
          76    0.033346   0.0385309 0.000536742
          77    0.036666   0.0385066 0.000530318
          78    0.039766   0.0385228 0.000523765
          79    0.045226   0.0386076 0.000523963
          80    0.042386   0.0386549 0.000519537
          81    0.043696   0.0387171 0.000516837
          82    0.031906    0.038634 0.000517166
          83    0.038148   0.0386282 0.000510968
          84     0.04108   0.0386574 0.000505718
          85    0.045068   0.0387328 0.000505361
          86    0.041148   0.0387609 0.000500265
          87    0.037252   0.0387435 0.000494815
          88     0.04465   0.0388107 0.000493723
          89    0.032504   0.0387398 0.000493235
          90    0.034174   0.0386891 0.000490356
          91    0.039454   0.0386975  0.00048504
          92     0.03541   0.0386617 0.000481082
          93     0.03611   0.0386343 0.000476691
          94    0.034322   0.0385884 0.000473822
          95    0.039218   0.0385951 0.000468881
          96    0.039092   0.0386002 0.000464025
          97     0.03879   0.0386022 0.000459246
          98    0.046728   0.0386851 0.000461984
          99    0.039582   0.0386942 0.000457406
         100    0.052294   0.0388302 0.000472618
